variant,subject,t_ms,model,fold,base_train,base_test,base_converged,base_nfev,base_negative_scale_evals,ext_train,ext_test,ext_converged,ext_nfev,ext_negative_scale_evals,n_test
passive,9,255,model3,0,-751.18207,-264.58225,0,1400,0,-751.11103,-264.56178,1,957,0,171
passive,9,255,model3,1,-793.12298,-217.30332,1,1355,0,-793.06275,-217.29655,0,14000,0,177
passive,9,255,model3,2,-825.84444,-184.60543,1,1149,0,-825.84444,-184.60543,1,302,0,166
passive,9,255,model3,3,-833.59003,-176.92413,0,1400,0,-833.59003,-176.92386,1,519,0,159
passive,9,255,model3,4,-828.53481,-182.12595,0,1400,0,-828.52356,-182.11491,1,1840,0,165
passive,9,285,model2B,0,-746.4484,-264.5222,0,1200,0,-746.32593,-264.77777,1,1599,2,171
passive,9,285,model2B,1,-805.31619,-200.20951,0,1200,0,-805.00516,-200.87777,1,1701,0,177
passive,9,285,model2B,2,-824.12202,-181.38727,0,1200,0,-823.80262,-181.21128,1,1480,0,166
passive,9,285,model2B,3,-819.7483,-185.53925,0,1200,0,-819.21384,-185.48984,1,9066,2,159
passive,9,285,model2B,4,-817.08428,-187.02134,0,1200,0,-815.93064,-187.3343,1,13081,0,165
passive,9,285,model3,0,-745.52544,-261.46543,0,1400,0,-745.4335,-261.41998,1,7683,0,171
passive,9,285,model3,1,-798.57254,-199.89278,0,1400,0,-798.56521,-199.8816,1,1489,0,177
passive,9,285,model3,2,-820.67913,-180.85632,1,1281,0,-820.52496,-180.54768,1,1413,0,166
passive,9,285,model3,3,-815.36618,-185.83003,0,1400,0,-815.36618,-185.83003,1,412,0,159
passive,9,285,model3,4,-812.95279,-188.57857,1,1059,0,-812.95267,-188.57943,1,1485,0,165
passive,9,315,model2B,0,-855.91881,-268.93336,0,1200,0,-854.30873,-268.66074,1,6413,0,171
passive,9,315,model2B,1,-882.86501,-238.78217,0,1200,0,-882.86459,-238.7822,1,5786,0,177
passive,9,315,model2B,2,-913.33163,-208.85663,0,1200,0,-913.24226,-208.67853,1,2039,0,166
passive,9,315,model2B,3,-922.49487,-199.55033,0,1200,0,-920.69358,-199.9766,1,11574,0,159
passive,9,315,model2B,4,-907.08748,-214.4713,0,1200,0,-906.27916,-214.12737,1,11055,0,165
passive,9,315,model3,0,-854.13929,-268.80897,0,1400,0,-853.64667,-268.70671,1,1653,0,171
passive,9,315,model3,1,-884.23722,-236.59186,1,1109,0,-882.48186,-235.30462,1,6044,0,177
passive,9,315,model3,2,-911.985,-208.91867,0,1400,0,-911.983,-208.91454,1,3653,0,166
passive,9,315,model3,3,-920.55649,-200.12575,0,1400,0,-918.89062,-199.70317,1,2501,0,159
passive,9,315,model3,4,-906.02854,-214.43683,0,1400,0,-905.01368,-214.91169,1,1383,0,165
passive,9,435,model2B,0,-818.41749,-230.7669,0,1200,0,-817.61511,-231.46214,1,2262,0,171
passive,9,435,model2B,1,-809.27841,-240.66315,0,1200,0,-809.2559,-240.65145,0,14000,0,177
passive,9,435,model2B,2,-853.64521,-195.58746,0,1200,0,-852.73916,-196.34399,1,2667,0,166
passive,9,435,model2B,3,-859.01624,-190.13191,0,1200,0,-858.98178,-190.09462,0,14000,0,159
passive,9,435,model2B,4,-851.1333,-197.6597,0,1200,0,-850.94694,-198.02337,1,5168,0,165
passive,9,435,model3,0,-817.28637,-231.29181,0,1400,0,-817.20504,-231.13685,1,1422,0,171
passive,9,435,model3,1,-808.63313,-240.75171,0,1400,0,-808.44994,-240.45474,1,5025,0,177
passive,9,435,model3,2,-852.78987,-195.88545,0,1400,0,-852.73242,-195.77053,0,14000,0,166
passive,9,435,model3,3,-858.78808,-189.7115,0,1400,0,-858.02154,-189.3969,1,1842,0,159
passive,9,435,model3,4,-850.29819,-197.83468,0,1400,0,-850.28978,-197.81602,1,1704,0,165
passive,9,465,model2B,0,-874.85989,-231.23789,0,1200,0,-874.83502,-231.19457,1,1621,0,171
passive,9,465,model2B,1,-849.85523,-258.22122,0,1200,0,-849.84881,-258.24178,0,14000,0,177
passive,9,465,model2B,2,-888.75712,-217.5943,0,1200,0,-888.7543,-217.59686,0,14000,0,166
passive,9,465,model2B,3,-916.19524,-190.54914,0,1200,0,-916.15222,-190.68405,1,1556,0,159
passive,9,465,model2B,4,-890.56168,-215.7867,0,1200,0,-890.56168,-215.78677,1,198,0,165
passive,9,465,model3,0,-874.12224,-231.36124,0,1400,0,-874.09043,-231.44115,0,14000,0,171
passive,9,465,model3,1,-846.72806,-260.34331,0,1400,0,-846.70434,-260.42217,0,14000,0,177
passive,9,465,model3,2,-889.37045,-217.88627,0,1400,0,-889.3231,-218.12106,1,1220,0,166
passive,9,465,model3,3,-917.86823,-190.14029,0,1400,0,-916.10099,-189.93829,1,1449,0,159
passive,9,465,model3,4,-890.763,-215.81412,1,810,0,-888.70755,-216.90347,1,1448,0,165
passive,9,495,model2B,0,-876.6671,-240.48934,1,1095,0,-876.66256,-240.48413,1,11102,0,171
passive,9,495,model2B,1,-869.39475,-248.30314,0,1200,0,-869.39358,-248.28955,1,12071,0,177
passive,9,495,model2B,2,-883.99326,-233.79082,0,1200,0,-883.82478,-233.47161,0,14000,0,166
passive,9,495,model2B,3,-927.2075,-190.33588,0,1200,0,-927.16519,-190.333,0,14000,0,159
passive,9,495,model2B,4,-906.16316,-210.64757,0,1200,0,-906.15546,-210.65344,0,14000,0,165
passive,9,495,model3,0,-877.41754,-239.92417,0,1400,0,-877.41564,-239.95144,0,14000,0,171
passive,9,495,model3,1,-869.55471,-248.53324,0,1400,0,-869.54739,-248.5755,0,14000,0,177
passive,9,495,model3,2,-883.19382,-235.1118,0,1400,0,-883.13133,-235.67124,1,2024,0,166
passive,9,495,model3,3,-927.11654,-190.5668,0,1400,0,-926.68189,-191.45942,1,2829,0,159
passive,9,495,model3,4,-904.29265,-213.20973,1,1254,0,-904.23321,-213.24172,1,1052,0,165
passive,10,255,model2B,0,-847.576,-233.90537,1,895,0,-847.51495,-233.99531,1,1907,0,173
passive,10,255,model2B,1,-887.23185,-196.32577,0,1200,0,-884.95644,-196.31371,1,1179,0,178
passive,10,255,model2B,2,-857.23925,-226.62629,0,1200,0,-855.42289,-225.28876,1,1285,0,179
passive,10,255,model2B,3,-857.76727,-223.39721,0,1200,0,-857.74525,-223.3586,1,7618,0,182
passive,10,255,model2B,4,-877.39186,-206.78068,0,1200,0,-877.35697,-206.72914,1,5996,0,182
passive,10,255,model3,0,-847.60919,-234.11069,0,1400,0,-847.07282,-234.56934,1,876,0,173
passive,10,255,model3,1,-884.26693,-197.00377,0,1400,0,-884.26692,-197.00453,1,13438,0,178
passive,10,255,model3,2,-854.94016,-225.98842,0,1400,0,-854.94006,-225.99136,1,8055,0,179
passive,10,255,model3,3,-858.42712,-222.5805,1,922,0,-858.14402,-224.78119,1,6461,0,182
passive,10,255,model3,4,-873.04255,-208.21671,0,1400,0,-873.03488,-208.1822,1,1714,0,182
passive,10,285,model2B,0,-934.87684,-238.62362,0,1200,0,-929.92821,-239.01414,1,7255,0,173
passive,10,285,model2B,1,-951.35411,-218.36345,0,1200,0,-950.9614,-217.89276,0,14000,0,178
passive,10,285,model2B,2,-928.57667,-240.6134,0,1200,0,-928.53755,-240.64151,0,14000,0,179
passive,10,285,model2B,3,-928.73842,-240.99496,0,1200,0,-927.46119,-241.15626,0,14000,0,182
passive,10,285,model2B,4,-933.97145,-234.95787,0,1200,0,-933.96509,-235.00322,1,1488,0,182
passive,10,285,model3,0,-930.10145,-239.10099,1,978,0,-929.78253,-238.79774,0,14000,0,173
passive,10,285,model3,1,-951.1591,-218.1182,0,1400,0,-950.57931,-217.9967,0,14000,0,178
passive,10,285,model3,2,-929.26095,-240.25362,1,914,0,-929.23487,-240.29914,0,14000,0,179
passive,10,285,model3,3,-928.0647,-240.80081,1,1222,0,-927.14264,-241.3653,0,14000,0,182
passive,10,285,model3,4,-933.79403,-235.9095,0,1400,0,-933.75251,-235.91474,1,10919,0,182
passive,10,315,model2B,0,-992.86931,-255.73352,0,1200,0,-992.80199,-255.73667,0,14000,0,173
passive,10,315,model2B,1,-1007.7592,-240.63563,0,1200,0,-1007.6775,-240.54758,0,14000,0,178
passive,10,315,model2B,2,-1001.2652,-247.90194,0,1200,0,-1001.1593,-247.91338,0,14000,0,179
passive,10,315,model2B,3,-991.31391,-257.89858,0,1200,0,-991.17174,-257.89597,0,14000,0,182
passive,10,315,model2B,4,-997.17356,-254.49567,1,847,0,-997.17266,-254.52832,1,2121,0,182
passive,10,315,model3,0,-992.26645,-254.70969,0,1400,0,-992.24947,-254.73612,1,4838,0,173
passive,10,315,model3,1,-1005.3777,-241.37174,0,1400,0,-1005.3527,-241.31818,0,14000,0,178
passive,10,315,model3,2,-999.91117,-247.57783,0,1400,0,-999.91,-247.52742,1,563,0,179
passive,10,315,model3,3,-990.16989,-257.02195,0,1400,0,-990.1463,-256.94785,0,14000,0,182
passive,10,315,model3,4,-994.7635,-252.02401,0,1400,0,-994.60688,-252.40166,0,14000,0,182
passive,10,435,model2B,0,-1095.519,-257.26572,0,1200,0,-1094.2364,-256.8444,1,842,0,173
passive,10,435,model2B,1,-1079.4573,-272.48105,0,1200,0,-1079.3972,-272.45001,0,14000,0,178
passive,10,435,model2B,2,-1085.9177,-265.83631,0,1200,0,-1085.8965,-265.79017,0,14000,0,179
passive,10,435,model2B,3,-1073.7236,-277.99922,0,1200,0,-1073.702,-277.84702,0,14000,0,182
passive,10,435,model2B,4,-1069.2903,-286.13826,0,1200,0,-1065.3987,-286.35188,1,1414,0,182
passive,10,435,model3,0,-1095.3657,-257.37068,0,1400,0,-1095.3578,-257.36473,1,8967,0,173
passive,10,435,model3,1,-1080.567,-272.69413,0,1400,0,-1080.5409,-272.69938,0,14000,0,178
passive,10,435,model3,2,-1085.0803,-269.1819,1,631,0,-1084.7462,-268.83867,1,1345,0,179
passive,10,435,model3,3,-1074.3036,-278.45057,1,1129,0,-1074.3036,-278.45055,1,221,0,182
passive,10,435,model3,4,-1068.1533,-285.03108,0,1400,0,-1068.1319,-284.85841,0,14000,0,182
passive,10,465,model2B,0,-987.97322,-235.91739,0,1200,0,-987.94992,-235.9314,0,14000,0,173
passive,10,465,model2B,1,-972.2006,-251.58801,0,1200,0,-972.18195,-251.56289,0,14000,0,178
passive,10,465,model2B,2,-984.0909,-239.78913,0,1200,0,-984.08161,-239.7616,0,14000,0,179
passive,10,465,model2B,3,-978.15201,-245.24432,0,1200,0,-978.10419,-245.23335,0,14000,0,182
passive,10,465,model2B,4,-969.02771,-254.26972,0,1200,0,-968.91443,-254.35822,0,14000,0,182
passive,10,465,model3,0,-986.62838,-236.27859,1,1178,0,-986.62838,-236.27859,1,214,0,173
passive,10,465,model3,1,-970.74077,-252.57399,1,589,0,-970.71447,-252.5057,1,1171,0,178
passive,10,465,model3,2,-982.78241,-240.48516,1,733,0,-982.71341,-240.30694,1,6317,0,179
passive,10,465,model3,3,-977.2968,-245.42476,1,525,0,-977.28935,-245.36021,1,1280,0,182
passive,10,465,model3,4,-968.8194,-253.93594,0,1400,0,-968.8194,-253.93594,1,234,0,182
passive,10,495,model2B,0,-905.44642,-218.36815,1,812,0,-905.44622,-218.34326,1,323,0,173
passive,10,495,model2B,1,-860.93902,-265.87518,0,1200,0,-860.9274,-265.80479,0,14000,0,178
passive,10,495,model2B,2,-905.86214,-218.13304,1,1041,0,-905.86214,-218.13304,1,184,0,179
passive,10,495,model2B,3,-904.76105,-219.07991,0,1200,0,-904.73662,-219.06412,0,14000,0,182
passive,10,495,model2B,4,-910.67065,-213.08792,0,1200,0,-910.65935,-213.08078,0,14000,0,182
passive,10,495,model3,0,-904.61575,-219.13132,0,1400,0,-904.09142,-219.60505,1,6032,0,173
passive,10,495,model3,1,-861.8286,-266.45859,0,1400,0,-861.8171,-266.49347,1,4420,0,178
passive,10,495,model3,2,-905.57105,-219.42608,0,1400,0,-905.33648,-219.2395,1,983,0,179
passive,10,495,model3,3,-905.30111,-219.42316,0,1400,0,-904.8601,-220.09595,1,1862,0,182
passive,10,495,model3,4,-910.41665,-214.95453,1,1106,0,-910.01773,-215.09749,0,14000,0,182
passive,11,255,model2B,0,-1221.3654,-249.86558,0,1200,0,-1221.3043,-250.02366,0,14000,0,185
passive,11,255,model2B,1,-1196.786,-275.08855,1,601,0,-1196.7852,-275.08797,1,916,0,205
passive,11,255,model2B,2,-1162.164,-309.55445,1,957,0,-1161.9153,-310.17212,1,2268,0,202
passive,11,255,model2B,3,-1151.9826,-319.96959,1,625,0,-1151.9125,-320.01024,0,14000,0,217
passive,11,255,model2B,4,-1148.5295,-323.02482,1,1100,0,-1148.4985,-323.09419,1,2172,0,217
passive,11,255,model3,0,-1221.4465,-249.99492,1,1022,0,-1220.4364,-249.65978,1,1122,0,185
passive,11,255,model3,1,-1196.989,-274.93623,1,1011,0,-1195.6415,-274.99534,1,1836,0,205
passive,11,255,model3,2,-1161.6869,-310.24598,1,1200,0,-1160.6503,-310.26817,1,9276,0,202
passive,11,255,model3,3,-1151.6934,-320.03116,1,1193,0,-1151.344,-320.5407,0,14000,0,217
passive,11,255,model3,4,-1147.7555,-323.57294,0,1400,0,-1146.9248,-325.00464,0,14000,0,217
passive,11,285,model2B,0,-1266.1418,-250.03229,1,1032,0,-1266.1418,-250.03247,1,183,0,185
passive,11,285,model2B,1,-1242.3242,-274.60385,0,1200,0,-1241.7928,-274.27925,1,2220,0,205
passive,11,285,model2B,2,-1205.3042,-310.16474,0,1200,0,-1205.3042,-310.16459,1,204,0,202
passive,11,285,model2B,3,-1184.421,-330.84393,0,1200,0,-1184.421,-330.84471,1,182,0,217
passive,11,285,model2B,4,-1161.0673,-364.39814,0,1200,0,-1155.7192,-362.51626,1,3422,0,217
passive,11,285,model3,0,-1265.8619,-249.85348,1,1305,0,-1265.8619,-249.85342,1,249,0,185
passive,11,285,model3,1,-1241.3897,-274.61561,1,980,0,-1241.1646,-274.4279,1,812,0,205
passive,11,285,model3,2,-1205.0943,-310.24643,0,1400,0,-1204.8587,-310.22647,1,596,0,202
passive,11,285,model3,3,-1183.9268,-330.85332,1,1220,0,-1183.9268,-330.85348,1,208,0,217
passive,11,285,model3,4,-1154.9615,-362.1524,0,1400,0,-1154.9273,-361.91453,1,388,0,217
passive,11,315,model2B,0,-1253.7662,-273.19873,0,1200,0,-1253.5919,-272.30992,1,606,0,185
passive,11,315,model2B,1,-1255.8231,-271.05964,0,1200,0,-1255.823,-271.0574,1,232,0,205
passive,11,315,model2B,2,-1213.4021,-312.72527,0,1200,0,-1213.4021,-312.72526,1,221,0,202
passive,11,315,model2B,3,-1197.4872,-328.452,0,1200,0,-1196.9391,-328.51037,1,378,0,217
passive,11,315,model2B,4,-1174.2582,-352.28731,0,1200,0,-1174.2348,-352.31535,1,300,0,217
passive,11,315,model3,0,-1253.8593,-272.28146,1,1198,0,-1253.5866,-272.00501,0,14000,0,185
passive,11,315,model3,1,-1255.3823,-271.22042,0,1400,0,-1255.3647,-271.448,0,14000,0,205
passive,11,315,model3,2,-1214.7061,-314.54864,1,1024,0,-1214.7052,-314.52997,1,724,0,202
passive,11,315,model3,3,-1199.5813,-328.57681,1,707,0,-1199.5778,-328.58044,1,3231,0,217
passive,11,315,model3,4,-1175.3586,-353.8031,1,716,0,-1175.0096,-353.34883,1,1882,0,217
passive,11,435,model2B,0,-1085.7903,-246.31548,0,1200,0,-1085.7903,-246.31496,1,204,0,185
passive,11,435,model2B,1,-1079.6014,-252.43895,0,1200,0,-1079.6014,-252.43907,1,273,0,205
passive,11,435,model2B,2,-1082.9222,-249.50452,1,1084,0,-1082.7124,-249.2612,1,638,0,202
passive,11,435,model2B,3,-1058.7258,-273.62262,0,1200,0,-1058.0487,-273.78167,1,274,0,217
passive,11,435,model2B,4,-1013.2263,-324.28137,1,1119,0,-1013.2117,-324.04985,1,1914,0,217
passive,11,435,model3,0,-1083.0151,-246.31554,0,1400,0,-1081.4255,-246.0503,0,14000,0,185
passive,11,435,model3,1,-1077.6832,-251.02871,0,1400,0,-1076.7947,-250.48714,1,10133,0,205
passive,11,435,model3,2,-1078.2917,-249.03995,0,1400,0,-1078.1626,-249.0716,1,7600,0,202
passive,11,435,model3,3,-1056.8446,-272.85867,1,1018,0,-1054.7,-272.5789,0,14000,0,217
passive,11,435,model3,4,-1013.3572,-318.24067,1,1252,0,-1013.1955,-315.82099,1,12573,0,217
passive,11,465,model2B,0,-1143.468,-253.21224,0,1200,0,-1142.8739,-253.66448,1,442,0,185
passive,11,465,model2B,1,-1132.3198,-265.0296,0,1200,0,-1131.7728,-265.329,1,655,0,205
passive,11,465,model2B,2,-1117.931,-280.38626,1,973,0,-1117.8328,-279.79016,1,1428,0,202
passive,11,465,model2B,3,-1106.114,-292.40686,0,1200,0,-1105.107,-291.70797,1,451,0,217
passive,11,465,model2B,4,-1084.0648,-313.50282,0,1200,0,-1084.0349,-313.776,1,358,0,217
passive,11,465,model3,0,-1139.6305,-256.68718,0,1400,0,-1139.3805,-256.83026,1,9073,0,185
passive,11,465,model3,1,-1133.6596,-265.29733,0,1400,0,-1132.9045,-265.59426,0,14000,0,205
passive,11,465,model3,2,-1115.8147,-280.5597,0,1400,0,-1115.2645,-280.81601,0,14000,0,202
passive,11,465,model3,3,-1106.4539,-291.2665,0,1400,0,-1105.0238,-291.00782,0,14000,0,217
passive,11,465,model3,4,-1086.5474,-313.06927,0,1400,0,-1086.4376,-313.13174,1,1768,0,217
passive,11,495,model2B,0,-1206.6757,-245.68265,0,1200,0,-1206.6757,-245.6822,1,220,0,185
passive,11,495,model2B,1,-1176.5295,-275.87083,0,1200,0,-1176.4946,-275.93694,0,14000,0,205
passive,11,495,model2B,2,-1148.0585,-306.62096,0,1200,0,-1148.0398,-306.50016,1,641,0,202
passive,11,495,model2B,3,-1138.4709,-314.19395,1,937,0,-1138.4576,-314.24199,1,523,0,217
passive,11,495,model2B,4,-1133.0377,-321.59393,0,1200,0,-1132.8881,-321.71156,0,14000,0,217
passive,11,495,model3,0,-1209.6384,-246.95379,0,1400,0,-1209.4192,-247.14839,0,14000,0,185
passive,11,495,model3,1,-1181.6757,-275.79229,0,1400,0,-1181.6497,-276.0342,1,1920,0,205
passive,11,495,model3,2,-1147.3125,-310.33872,0,1400,0,-1146.9146,-310.74375,0,14000,0,202
passive,11,495,model3,3,-1144.8812,-312.03363,1,1011,0,-1144.8113,-311.9583,0,14000,0,217
passive,11,495,model3,4,-1136.8437,-320.86574,1,1248,0,-1136.6995,-320.88718,1,551,0,217
passive,12,255,model2B,0,-928.45642,-227.0129,0,1200,0,-928.04735,-227.89733,1,1744,0,208
passive,12,255,model2B,1,-910.35511,-245.68805,0,1200,0,-910.31261,-245.69837,0,14000,0,213
passive,12,255,model2B,2,-928.74576,-228.0542,0,1200,0,-927.64401,-227.77626,1,2446,0,206
passive,12,255,model2B,3,-938.88924,-216.83929,0,1200,0,-938.25676,-217.82173,1,5756,0,210
passive,12,255,model2B,4,-914.92485,-241.55458,0,1200,0,-914.09325,-241.33105,1,1932,0,212
passive,12,255,model3,0,-928.26364,-227.70572,0,1400,0,-927.48806,-227.2529,1,5975,0,208
passive,12,255,model3,1,-910.38047,-245.80909,1,1083,0,-910.00541,-245.57127,1,4775,0,213
passive,12,255,model3,2,-927.55408,-228.14266,0,1400,0,-927.1875,-227.79737,1,2792,0,206
passive,12,255,model3,3,-938.45947,-217.67761,0,1400,0,-938.45947,-217.67785,1,3198,0,210
passive,12,255,model3,4,-914.13927,-241.43028,1,886,0,-913.91052,-240.93699,1,5491,0,212
passive,12,285,model2B,0,-1084.1791,-250.35301,0,1200,0,-1083.837,-250.83843,1,442,0,208
passive,12,285,model2B,1,-1047.443,-289.73388,0,1200,0,-1047.2254,-288.73698,1,1235,0,213
passive,12,285,model2B,2,-1056.4925,-278.50346,0,1200,0,-1056.4601,-278.4647,1,419,0,206
passive,12,285,model2B,3,-1077.4654,-258.22836,0,1200,0,-1076.2114,-258.34712,1,735,0,210
passive,12,285,model2B,4,-1071.1826,-264.59213,0,1200,0,-1069.8178,-264.59774,1,667,0,212
passive,12,285,model3,0,-1084.1129,-251.11841,0,1400,0,-1084.0657,-251.05316,1,4722,0,208
passive,12,285,model3,1,-1047.4402,-288.67208,0,1400,0,-1046.7958,-289.85409,1,5126,0,213
passive,12,285,model3,2,-1056.5071,-278.5702,0,1400,0,-1056.5066,-278.57096,1,838,0,206
passive,12,285,model3,3,-1077.0967,-257.531,1,1189,0,-1077.0944,-257.52762,1,1119,0,210
passive,12,285,model3,4,-1070.4525,-264.16717,0,1400,0,-1070.4525,-264.16717,1,679,0,212
passive,12,315,model2B,0,-1225.2458,-293.98446,0,1200,0,-1224.6651,-294.4799,1,324,0,208
passive,12,315,model2B,1,-1195.532,-323.98242,0,1200,0,-1195.532,-323.98101,1,167,0,213
passive,12,315,model2B,2,-1209.7758,-319.0197,0,1200,0,-1203.043,-316.22053,1,6312,0,206
passive,12,315,model2B,3,-1223.8521,-295.93699,0,1200,0,-1223.0488,-295.38672,1,572,0,210
passive,12,315,model2B,4,-1223.6067,-295.11523,0,1200,0,-1223.5161,-295.16521,1,444,0,212
passive,12,315,model3,0,-1224.8247,-294.81448,0,1400,0,-1224.8106,-294.85616,1,1212,0,208
passive,12,315,model3,1,-1197.1412,-324.18824,0,1400,0,-1196.8375,-324.23862,1,4754,0,213
passive,12,315,model3,2,-1204.4141,-315.67524,0,1400,0,-1204.3695,-315.6815,0,14000,0,206
passive,12,315,model3,3,-1223.6121,-295.77615,0,1400,0,-1223.4577,-295.77693,1,4711,0,210
passive,12,315,model3,4,-1224.5972,-295.33788,0,1400,0,-1224.3429,-295.274,1,1971,0,212
passive,12,435,model2B,0,-1161.374,-293.34923,0,1200,0,-1159.8804,-294.52892,1,611,0,208
passive,12,435,model2B,1,-1108.734,-350.60711,0,1200,0,-1108.734,-350.61659,1,189,0,213
passive,12,435,model2B,2,-1182.2664,-272.6609,0,1200,0,-1182.2664,-272.66188,1,192,0,206
passive,12,435,model2B,3,-1187.1824,-267.72294,0,1200,0,-1187.0898,-267.77306,1,301,0,210
passive,12,435,model2B,4,-1169.289,-285.2429,0,1200,0,-1169.197,-285.12201,1,422,0,212
passive,12,435,model3,0,-1160.9614,-295.09655,0,1400,0,-1160.4909,-295.12571,1,4782,0,208
passive,12,435,model3,1,-1107.9998,-350.3471,0,1400,0,-1107.9998,-350.34154,1,200,0,213
passive,12,435,model3,2,-1181.3487,-271.2878,0,1400,0,-1180.0341,-273.19014,1,580,0,206
passive,12,435,model3,3,-1186.7435,-267.46423,0,1400,0,-1185.6816,-267.4006,1,923,0,210
passive,12,435,model3,4,-1167.1999,-286.85665,0,1400,0,-1166.332,-286.43624,1,897,0,212
passive,12,465,model2B,0,-1224.0186,-316.03877,0,1200,0,-1223.78,-316.70228,1,418,0,208
passive,12,465,model2B,1,-1199.1788,-342.77698,0,1200,0,-1197.7656,-342.93109,1,537,0,213
passive,12,465,model2B,2,-1243.0889,-296.79356,1,1001,0,-1243.0889,-296.79356,1,155,0,206
passive,12,465,model2B,3,-1256.966,-293.24101,0,1200,0,-1251.3483,-291.49966,1,2106,0,210
passive,12,465,model2B,4,-1238.8398,-300.76933,1,1138,0,-1238.838,-300.78916,1,220,0,212
passive,12,465,model3,0,-1223.4761,-316.0655,1,1256,0,-1223.4609,-315.9235,1,454,0,208
passive,12,465,model3,1,-1197.1098,-342.60689,0,1400,0,-1197.0155,-342.61303,0,14000,0,213
passive,12,465,model3,2,-1242.2261,-296.69928,0,1400,0,-1241.7666,-296.86148,1,3790,0,206
passive,12,465,model3,3,-1249.5655,-289.6674,0,1400,0,-1249.4065,-289.74031,1,12218,0,210
passive,12,465,model3,4,-1236.6767,-302.31479,0,1400,0,-1236.5839,-302.31528,1,874,0,212
passive,12,495,model2B,0,-1245.0493,-315.64493,1,961,0,-1245.0493,-315.64493,1,178,0,208
passive,12,495,model2B,1,-1234.0993,-325.71663,1,1069,0,-1234.0993,-325.71663,1,191,0,213
passive,12,495,model2B,2,-1262.647,-297.4659,0,1200,0,-1262.2885,-297.34427,1,629,0,206
passive,12,495,model2B,3,-1256.1073,-304.19685,0,1200,0,-1256.0337,-304.07137,1,527,0,210
passive,12,495,model2B,4,-1238.134,-321.50047,1,1179,0,-1238.134,-321.50059,1,179,0,212
passive,12,495,model3,0,-1244.7029,-314.99623,0,1400,0,-1244.6388,-314.93552,1,844,0,208
passive,12,495,model3,1,-1233.5899,-325.094,0,1400,0,-1233.4939,-325.1163,0,14000,0,213
passive,12,495,model3,2,-1259.6469,-299.71119,0,1400,0,-1259.4962,-299.54127,1,11699,0,206
passive,12,495,model3,3,-1255.7825,-303.40782,0,1400,0,-1255.6327,-303.37577,1,11795,0,210
passive,12,495,model3,4,-1237.5125,-321.12733,0,1400,0,-1237.4342,-321.28684,1,977,0,212
passive,13,255,model2B,0,-1605.395,-333.34371,1,955,0,-1605.395,-333.34369,1,205,0,170
passive,13,255,model2B,1,-1551.5289,-386.19874,1,973,0,-1551.5289,-386.19874,1,213,0,212
passive,13,255,model2B,2,-1554.9152,-382.26054,0,1200,0,-1554.8548,-382.40391,0,14000,0,217
passive,13,255,model2B,3,-1555.4265,-382.24208,0,1200,0,-1555.4224,-382.25358,1,724,0,218
passive,13,255,model2B,4,-1570.597,-366.96184,0,1200,0,-1570.5795,-367.03063,0,14000,0,218
passive,13,255,model3,0,-1607.975,-333.98941,0,1400,0,-1607.9068,-333.96691,1,9787,0,170
passive,13,255,model3,1,-1554.1565,-386.36442,0,1400,0,-1554.1448,-386.36753,0,14000,0,212
passive,13,255,model3,2,-1558.1547,-382.27158,0,1400,0,-1558.1413,-382.22459,1,13027,0,217
passive,13,255,model3,3,-1557.8817,-383.20735,1,687,0,-1557.8258,-383.00577,0,14000,0,218
passive,13,255,model3,4,-1573.6415,-367.03156,0,1400,0,-1573.6321,-367.01338,1,4787,0,218
passive,13,285,model2B,0,-1561.2606,-333.06436,1,850,0,-1561.2606,-333.06436,1,205,0,170
passive,13,285,model2B,1,-1513.131,-378.71749,1,994,0,-1513.131,-378.71749,1,204,0,212
passive,13,285,model2B,2,-1524.9835,-367.56593,1,1104,0,-1524.9835,-367.56593,1,226,0,217
passive,13,285,model2B,3,-1516.7057,-375.38167,1,1029,0,-1516.7057,-375.38167,1,191,0,218
passive,13,285,model2B,4,-1533.5998,-358.73274,1,898,0,-1533.5998,-358.73274,1,235,0,218
passive,13,285,model3,0,-1564.5821,-334.32351,0,1400,0,-1564.43,-334.58222,1,12043,0,170
passive,13,285,model3,1,-1513.8642,-382.61062,0,1400,0,-1513.862,-382.60234,1,2360,0,212
passive,13,285,model3,2,-1530.5772,-365.60655,0,1400,0,-1530.5137,-365.74994,0,14000,0,217
passive,13,285,model3,3,-1518.3842,-378.72463,0,1400,0,-1518.3831,-378.68507,1,702,0,218
passive,13,285,model3,4,-1537.6419,-358.33607,0,1400,0,-1537.5844,-358.40648,1,9216,0,218
passive,13,315,model2B,0,-1434.5378,-330.08312,1,987,0,-1434.5378,-330.08312,1,167,0,170
passive,13,315,model2B,1,-1418.0483,-342.25887,1,944,0,-1418.0483,-342.25887,1,178,0,212
passive,13,315,model2B,2,-1420.4263,-340.75465,1,986,0,-1420.4263,-340.75506,1,193,0,217
passive,13,315,model2B,3,-1412.1668,-348.28298,1,768,0,-1412.1668,-348.2828,1,185,0,218
passive,13,315,model2B,4,-1433.893,-327.33664,1,918,0,-1433.893,-327.33669,1,188,0,218
passive,13,315,model3,0,-1434.846,-331.89635,1,1182,0,-1434.846,-331.89633,1,231,0,170
passive,13,315,model3,1,-1418.5437,-343.80385,1,1213,0,-1418.5437,-343.80385,1,209,0,212
