variant,subject,t_ms,model,fold,base_train,base_test,base_converged,base_nfev,base_negative_scale_evals,ext_train,ext_test,ext_converged,ext_nfev,ext_negative_scale_evals,n_test
active,12,315,model2B,4,-920.02242,-264.20842,0,1200,0,-915.48316,-266.72958,1,682,0,188
active,12,315,model3,0,-946.68496,-233.44597,0,1400,0,-946.58973,-233.27938,0,14000,0,176
active,12,315,model3,1,-965.19518,-215.93082,0,1400,0,-964.98775,-215.87019,1,1519,0,184
active,12,315,model3,2,-963.80554,-216.75354,0,1400,0,-963.63396,-216.43933,1,2878,0,184
active,12,315,model3,3,-921.29679,-259.41572,0,1400,0,-921.29516,-259.44294,1,817,0,187
active,12,315,model3,4,-914.29776,-267.67778,1,1251,0,-914.1493,-267.20358,0,14000,0,188
active,12,435,model2B,0,-1369.7338,-330.83605,1,1004,0,-1369.3179,-331.79829,1,319,0,176
active,12,435,model2B,1,-1358.9683,-341.82992,1,1184,0,-1358.9683,-341.82992,1,185,0,184
active,12,435,model2B,2,-1362.0608,-338.71404,1,663,0,-1362.0313,-338.67626,1,347,0,184
active,12,435,model2B,3,-1355.3611,-344.99561,1,825,0,-1355.361,-344.99531,1,180,0,187
active,12,435,model2B,4,-1351.5537,-349.81765,1,926,0,-1351.5537,-349.81765,1,191,0,188
active,12,435,model3,0,-1367.9673,-329.83352,1,592,0,-1367.8019,-330.19895,1,1727,0,176
active,12,435,model3,1,-1356.2501,-341.83041,1,637,0,-1356.2439,-341.82263,1,8941,0,184
active,12,435,model3,2,-1361.1711,-336.87677,1,849,0,-1361.0392,-337.17443,1,6317,0,184
active,12,435,model3,3,-1352.9336,-344.68782,1,551,0,-1352.9245,-344.68788,1,11477,0,187
active,12,435,model3,4,-1349.1586,-349.26567,1,699,0,-1349.1586,-349.26567,1,168,0,188
active,12,465,model2B,0,-1394.87,-329.03346,1,988,0,-1394.87,-329.03346,1,188,0,176
active,12,465,model2B,1,-1368.8221,-355.52853,1,1092,0,-1368.8221,-355.52853,1,172,0,184
active,12,465,model2B,2,-1371.2774,-352.47969,1,855,0,-1371.2774,-352.47935,1,176,0,184
active,12,465,model2B,3,-1372.8587,-350.52943,1,908,0,-1372.8587,-350.52951,1,169,0,187
active,12,465,model2B,4,-1382.5998,-341.92979,1,995,0,-1382.5998,-341.92979,1,174,0,188
active,12,465,model3,0,-1389.1516,-327.95679,1,562,0,-1389.1439,-327.9621,0,14000,0,176
active,12,465,model3,1,-1363.1014,-354.60594,1,605,0,-1363.0892,-354.61836,1,1343,0,184
active,12,465,model3,2,-1368.525,-349.26255,0,1400,0,-1368.5185,-349.25805,0,14000,0,184
active,12,465,model3,3,-1366.2487,-350.9323,1,623,0,-1366.2487,-350.93175,1,554,0,187
active,12,465,model3,4,-1378.0329,-339.69166,1,845,0,-1378.0243,-339.77185,1,373,0,188
active,12,495,model2B,0,-1251.5553,-288.10304,1,991,0,-1251.5553,-288.10304,1,202,0,176
active,12,495,model2B,1,-1226.1253,-313.88085,0,1200,0,-1226.1253,-313.88099,1,168,0,184
active,12,495,model2B,2,-1207.992,-332.75484,1,1047,0,-1207.992,-332.75501,1,205,0,184
active,12,495,model2B,3,-1216.3424,-323.15096,1,854,0,-1216.3424,-323.15096,1,185,0,187
active,12,495,model2B,4,-1249.7267,-290.99509,1,1064,0,-1249.7267,-290.99512,1,192,0,188
active,12,495,model3,0,-1252.3865,-287.10043,0,1400,0,-1252.3662,-287.01965,0,14000,0,176
active,12,495,model3,1,-1225.1484,-315.69432,1,809,0,-1225.1441,-315.88551,1,1577,0,184
active,12,495,model3,2,-1208.0361,-332.58838,0,1400,0,-1207.9858,-332.53864,1,6330,0,184
active,12,495,model3,3,-1216.1924,-323.22236,0,1400,0,-1216.1694,-323.23568,0,14000,0,187
active,12,495,model3,4,-1249.383,-291.22061,0,1400,0,-1249.379,-291.20965,0,14000,0,188
active,13,255,model2B,0,-1205.3603,-304.95382,0,1200,0,-1204.7811,-306.73359,1,434,0,170
active,13,255,model2B,1,-1204.7486,-306.28445,0,1200,0,-1203.9681,-305.68503,1,3124,0,183
active,13,255,model2B,2,-1218.1109,-291.89064,1,726,0,-1218.1109,-291.89051,1,207,0,183
active,13,255,model2B,3,-1202.6028,-308.70952,0,1200,0,-1202.6016,-308.75229,1,486,0,184
active,13,255,model2B,4,-1203.8618,-307.02074,0,1200,0,-1203.7143,-306.88831,1,451,0,183
active,13,255,model3,0,-1207.6737,-303.4966,1,741,0,-1207.6706,-303.49133,1,11876,0,170
active,13,255,model3,1,-1206.1461,-303.70512,1,505,0,-1206.1331,-303.70981,0,14000,0,183
active,13,255,model3,2,-1220.1022,-290.34746,0,1400,0,-1220.0983,-290.36678,0,14000,0,183
active,13,255,model3,3,-1198.8387,-312.40769,1,511,0,-1198.8341,-312.40703,0,14000,0,184
active,13,255,model3,4,-1202.1649,-308.84475,1,626,0,-1202.1531,-308.84714,0,14000,0,183
active,13,285,model2B,0,-1308.9851,-319.25018,0,1200,0,-1308.9851,-319.25018,1,264,0,170
active,13,285,model2B,1,-1302.7637,-323.8993,1,789,0,-1302.7637,-323.89927,1,183,0,183
active,13,285,model2B,2,-1312.3667,-314.2791,1,722,0,-1312.3667,-314.27886,1,178,0,183
active,13,285,model2B,3,-1287.1831,-340.19286,1,1125,0,-1287.1831,-340.19286,1,199,0,184
active,13,285,model2B,4,-1288.2013,-339.82487,1,890,0,-1288.2013,-339.82537,1,185,0,183
active,13,285,model3,0,-1308.0852,-314.01529,1,614,0,-1308.0847,-314.01513,1,12999,0,170
active,13,285,model3,1,-1296.3814,-324.34111,1,427,0,-1296.3786,-324.33977,0,14000,0,183
active,13,285,model3,2,-1310.949,-310.23129,1,495,0,-1310.945,-310.23439,0,14000,0,183
active,13,285,model3,3,-1278.2743,-344.00327,1,557,0,-1277.3023,-344.46387,1,3052,0,184
active,13,285,model3,4,-1281.4964,-340.53995,1,593,0,-1281.4838,-340.55514,1,11122,0,183
active,13,315,model2B,0,-1304.5911,-320.41687,1,829,0,-1304.5911,-320.41687,1,227,0,170
active,13,315,model2B,1,-1305.0484,-318.64264,1,802,0,-1305.0484,-318.64272,1,206,0,183
active,13,315,model2B,2,-1302.7068,-320.98817,1,924,0,-1302.7068,-320.98817,1,192,0,183
active,13,315,model2B,3,-1293.2039,-330.40161,1,778,0,-1293.2039,-330.40161,1,180,0,184
active,13,315,model2B,4,-1282.3243,-343.22108,1,722,0,-1282.3243,-343.22083,1,188,0,183
active,13,315,model3,0,-1303.1989,-317.079,1,631,0,-1303.1986,-317.07756,0,14000,0,170
active,13,315,model3,1,-1300.179,-318.76438,1,625,0,-1300.179,-318.76455,1,179,0,183
active,13,315,model3,2,-1298.3582,-320.48336,1,917,0,-1298.355,-320.48002,0,14000,0,183
active,13,315,model3,3,-1288.4948,-330.08722,1,709,0,-1288.4906,-330.08599,1,6948,0,184
active,13,315,model3,4,-1277.5091,-343.43248,1,651,0,-1277.4257,-343.63005,1,11635,0,183
active,13,435,model2B,0,-1138.721,-274.3951,1,954,0,-1138.721,-274.39565,1,186,0,170
active,13,435,model2B,1,-1122.1601,-288.99332,1,1181,0,-1122.1601,-288.9933,1,182,0,183
active,13,435,model2B,2,-1130.1212,-282.07687,1,682,0,-1129.75,-281.94444,1,420,0,183
active,13,435,model2B,3,-1131.7648,-280.42045,1,1067,0,-1131.7648,-280.42054,1,179,0,184
active,13,435,model2B,4,-1118.0443,-293.36482,0,1200,0,-1118.0443,-293.36363,1,160,0,183
active,13,435,model3,0,-1138.2791,-274.4324,1,1066,0,-1138.2791,-274.43231,1,213,0,170
active,13,435,model3,1,-1121.3465,-289.37197,0,1400,0,-1121.3465,-289.37177,1,200,0,183
active,13,435,model3,2,-1129.1009,-282.23806,1,1193,0,-1129.1009,-282.23806,1,204,0,183
active,13,435,model3,3,-1131.2944,-280.43004,1,1238,0,-1131.2944,-280.42992,1,206,0,184
active,13,435,model3,4,-1117.4682,-293.61581,0,1400,0,-1117.4588,-293.65739,1,467,0,183
active,13,465,model2B,0,-1129.0556,-259.60797,1,914,0,-1129.0556,-259.60797,1,180,0,170
active,13,465,model2B,1,-1104.6483,-283.33454,1,1017,0,-1104.6483,-283.33426,1,163,0,183
active,13,465,model2B,2,-1096.7867,-291.8937,1,837,0,-1096.7867,-291.89371,1,196,0,183
active,13,465,model2B,3,-1102.6206,-286.36308,1,910,0,-1102.6206,-286.36313,1,200,0,184
active,13,465,model2B,4,-1118.4516,-276.06759,0,1200,0,-1113.5171,-275.45667,1,1833,0,183
active,13,465,model3,0,-1128.2706,-259.77759,1,806,0,-1128.2693,-259.77457,1,436,0,170
active,13,465,model3,1,-1104.3991,-283.00425,0,1400,0,-1104.3991,-283.00443,1,211,0,183
active,13,465,model3,2,-1095.5479,-292.83819,1,642,0,-1095.5419,-292.82571,0,14000,0,183
active,13,465,model3,3,-1102.9515,-285.23378,0,1400,0,-1102.9499,-285.2486,1,2306,0,184
active,13,465,model3,4,-1112.5199,-275.33681,1,963,0,-1112.417,-275.40839,0,14000,0,183
active,13,495,model2B,0,-1133.1917,-282.57201,1,935,0,-1133.1917,-282.5719,1,191,0,170
active,13,495,model2B,1,-1138.0879,-276.72094,0,1200,0,-1138.0846,-276.64206,1,297,0,183
active,13,495,model2B,2,-1124.8365,-289.80911,0,1200,0,-1124.8362,-289.82035,1,425,0,183
active,13,495,model2B,3,-1115.1421,-299.55247,0,1200,0,-1115.1421,-299.55245,1,460,0,184
active,13,495,model2B,4,-1140.6263,-274.81936,1,778,0,-1140.6179,-274.82086,1,425,0,183
active,13,495,model3,0,-1132.4436,-282.74492,0,1400,0,-1132.4435,-282.72783,1,244,0,170
active,13,495,model3,1,-1138.0686,-276.07439,1,614,0,-1137.9195,-275.87532,1,2247,0,183
active,13,495,model3,2,-1123.0916,-291.53973,1,626,0,-1123.0916,-291.53958,1,179,0,183
active,13,495,model3,3,-1113.9579,-300.1292,0,1400,0,-1113.7186,-300.38425,0,14000,0,184
active,13,495,model3,4,-1140.8411,-274.26056,0,1400,0,-1140.8301,-274.29954,0,14000,0,183
active,14,255,model2B,0,-1388.8732,-354.45878,1,808,0,-1388.8732,-354.45874,1,196,0,182
active,14,255,model2B,1,-1384.3974,-359.18865,1,780,0,-1384.3974,-359.18847,1,192,0,187
active,14,255,model2B,2,-1403.1892,-339.81302,1,825,0,-1403.1892,-339.81302,1,192,0,183
active,14,255,model2B,3,-1384.499,-359.06571,1,824,0,-1384.499,-359.06608,1,195,0,192
active,14,255,model2B,4,-1407.428,-335.95889,1,1120,0,-1407.428,-335.95889,1,180,0,190
active,14,255,model3,0,-1385.6729,-355.40447,1,585,0,-1385.6675,-355.4055,1,9252,0,182
active,14,255,model3,1,-1384.5581,-357.17605,0,1400,0,-1384.5581,-357.17605,1,201,0,187
active,14,255,model3,2,-1399.5737,-341.24413,1,511,0,-1399.5737,-341.24414,1,188,0,183
active,14,255,model3,3,-1383.2924,-358.42115,0,1400,0,-1383.2861,-358.4745,1,1232,0,192
active,14,255,model3,4,-1405.5324,-335.58161,1,524,0,-1405.5261,-335.58486,1,9352,0,190
active,14,285,model2B,0,-1481.5423,-370.60109,1,843,0,-1481.5423,-370.60116,1,193,0,182
active,14,285,model2B,1,-1473.3359,-379.39215,1,648,0,-1473.3359,-379.392,1,205,0,187
active,14,285,model2B,2,-1496.246,-355.25295,1,753,0,-1496.246,-355.25299,1,182,0,183
active,14,285,model2B,3,-1477.733,-374.70968,1,889,0,-1477.733,-374.70968,1,190,0,192
active,14,285,model2B,4,-1472.9973,-378.9042,1,489,0,-1472.9973,-378.9042,1,191,0,190
active,14,285,model3,0,-1481.0334,-369.33756,1,519,0,-1481.0297,-369.3508,0,14000,0,182
active,14,285,model3,1,-1475.5989,-375.71414,0,1400,0,-1475.3709,-376.64531,1,1557,0,187
active,14,285,model3,2,-1493.5931,-356.48556,1,466,0,-1493.5931,-356.48552,1,194,0,183
active,14,285,model3,3,-1477.8649,-373.32653,1,706,0,-1477.8237,-373.25856,1,2098,0,192
active,14,285,model3,4,-1468.3972,-382.03286,1,566,0,-1468.3972,-382.03284,1,212,0,190
active,14,315,model2B,0,-1559.0056,-371.00023,1,924,0,-1559.0056,-371.00023,1,211,0,182
active,14,315,model2B,1,-1514.9015,-418.22824,1,767,0,-1514.9015,-418.22824,1,212,0,187
active,14,315,model2B,2,-1555.7954,-373.8538,1,749,0,-1555.7954,-373.85355,1,196,0,183
active,14,315,model2B,3,-1547.2798,-383.45517,1,846,0,-1547.2798,-383.45517,1,202,0,192
active,14,315,model2B,4,-1534.5544,-395.54351,1,885,0,-1534.5544,-395.54379,1,211,0,190
active,14,315,model3,0,-1557.0412,-369.30733,0,1400,0,-1557.0368,-369.33443,1,9449,0,182
active,14,315,model3,1,-1512.6555,-415.97435,1,443,0,-1512.6555,-415.97404,1,169,0,187
active,14,315,model3,2,-1552.4662,-373.16279,1,677,0,-1552.4662,-373.16298,1,181,0,183
active,14,315,model3,3,-1544.0428,-382.62806,1,541,0,-1544.0423,-382.63,1,2312,0,192
active,14,315,model3,4,-1527.5472,-398.39093,1,551,0,-1527.5469,-398.39297,1,6671,0,190
active,14,435,model2B,0,-1639.3223,-384.56061,1,450,0,-1639.3223,-384.56054,1,195,0,182
active,14,435,model2B,1,-1618.9141,-405.65405,1,484,0,-1618.9141,-405.65373,1,204,0,187
active,14,435,model2B,2,-1631.517,-391.88943,1,544,0,-1631.517,-391.88943,1,182,0,183
active,14,435,model2B,3,-1615.2104,-408.24877,1,727,0,-1615.2104,-408.24877,1,188,0,192
active,14,435,model2B,4,-1582.9907,-443.45697,1,521,0,-1582.9907,-443.45688,1,181,0,190
active,14,435,model3,0,-1628.4189,-384.3535,1,1078,0,-1628.4189,-384.3535,1,213,0,182
active,14,435,model3,1,-1607.7215,-404.89285,0,1400,0,-1607.7215,-404.89288,1,248,0,187
active,14,435,model3,2,-1622.8131,-388.89532,1,1096,0,-1622.8131,-388.89532,1,218,0,183
active,14,435,model3,3,-1608.6655,-403.19572,1,461,0,-1608.4971,-403.17419,1,951,0,192
active,14,435,model3,4,-1571.7211,-444.5668,1,637,0,-1571.5936,-444.47748,1,1117,0,190
active,14,465,model2B,0,-1518.9471,-367.43099,1,711,0,-1518.9471,-367.43097,1,183,0,182
active,14,465,model2B,1,-1503.1022,-384.26106,1,673,0,-1503.1022,-384.26106,1,172,0,187
active,14,465,model2B,2,-1519.8176,-366.30955,1,776,0,-1519.8176,-366.3096,1,188,0,183
active,14,465,model2B,3,-1507.566,-378.5019,1,815,0,-1507.566,-378.5019,1,181,0,192
active,14,465,model2B,4,-1489.1889,-399.09445,1,847,0,-1489.1889,-399.09445,1,171,0,190
active,14,465,model3,0,-1510.822,-366.8697,1,1334,0,-1510.822,-366.8697,1,271,0,182
active,14,465,model3,1,-1494.9835,-383.14562,0,1400,0,-1494.9835,-383.14562,1,268,0,187
active,14,465,model3,2,-1512.49,-365.06889,1,888,0,-1512.49,-365.06884,1,231,0,183
active,14,465,model3,3,-1500.127,-378.22627,1,428,0,-1500.127,-378.22691,1,206,0,192
active,14,465,model3,4,-1484.6503,-394.98344,0,1400,0,-1484.6449,-394.92991,1,411,0,190
active,14,495,model2B,0,-1420.1897,-371.29216,1,987,0,-1420.1897,-371.29216,1,185,0,182
active,14,495,model2B,1,-1431.2375,-359.47825,1,676,0,-1431.2375,-359.47794,1,183,0,187
active,14,495,model2B,2,-1445.678,-344.76069,1,815,0,-1445.678,-344.76062,1,192,0,183
active,14,495,model2B,3,-1434.0239,-356.57263,1,723,0,-1434.0239,-356.57263,1,180,0,192
active,14,495,model2B,4,-1423.3717,-368.57753,0,1200,0,-1423.3717,-368.56798,1,242,0,190
active,14,495,model3,0,-1413.6497,-369.54077,1,858,0,-1413.6497,-369.54077,1,263,0,182
active,14,495,model3,1,-1425.8866,-356.57228,1,1298,0,-1425.8866,-356.57234,1,239,0,187
active,14,495,model3,2,-1439.761,-342.57075,1,1173,0,-1439.761,-342.57078,1,266,0,183
active,14,495,model3,3,-1426.0029,-357.7739,1,527,0,-1426.0004,-357.78949,0,14000,0,192
active,14,495,model3,4,-1416.1715,-368.27425,0,1400,0,-1416.1158,-368.06736,1,487,0,190
active,15,255,model2B,0,-1090.4384,-258.73589,0,1200,0,-1090.4384,-258.73756,1,192,0,184
active,15,255,model2B,1,-1079.8364,-267.70393,0,1200,0,-1079.8362,-267.69346,1,543,0,186
active,15,255,model2B,2,-1074.1498,-273.60755,0,1200,0,-1074.1369,-273.54214,1,849,0,186
active,15,255,model2B,3,-1076.9126,-270.50061,1,759,0,-1076.9012,-270.60592,1,337,0,190
active,15,255,model2B,4,-1060.9198,-286.73458,0,1200,0,-1060.472,-287.10064,1,586,0,192
active,15,255,model3,0,-1089.3366,-258.62333,1,1319,0,-1089.3366,-258.62333,1,218,0,184
active,15,255,model3,1,-1078.89,-267.35809,0,1400,0,-1078.8713,-267.3348,0,14000,0,186
active,15,255,model3,2,-1072.5365,-274.16759,0,1400,0,-1072.5083,-274.14523,0,14000,0,186
active,15,255,model3,3,-1077.0193,-269.4564,0,1400,0,-1076.9974,-269.48177,1,10823,0,190
active,15,255,model3,4,-1059.4211,-286.88024,0,1400,0,-1059.3857,-286.77072,0,14000,0,192
active,15,285,model2B,0,-1099.8127,-265.86625,1,747,0,-1099.8126,-265.84684,1,245,0,184
active,15,285,model2B,1,-1110.7714,-254.51286,0,1200,0,-1110.7707,-254.51858,1,522,0,186
active,15,285,model2B,2,-1088.8102,-277.0084,0,1200,0,-1088.8073,-277.02559,1,801,0,186
active,15,285,model2B,3,-1082.6213,-282.8031,0,1200,0,-1082.6213,-282.80345,1,201,0,190
active,15,285,model2B,4,-1069.9962,-295.13417,0,1200,0,-1069.9962,-295.13432,1,239,0,192
active,15,285,model3,0,-1097.9061,-267.09136,1,632,0,-1097.8499,-267.25419,1,878,0,184
active,15,285,model3,1,-1110.1954,-254.60749,0,1400,0,-1110.1723,-254.53229,1,10348,0,186
active,15,285,model3,2,-1089.4027,-275.66561,0,1400,0,-1089.3964,-275.59723,1,212,0,186
active,15,285,model3,3,-1082.5573,-281.90108,0,1400,0,-1082.5509,-281.93336,0,14000,0,190
active,15,285,model3,4,-1069.4109,-295.27479,0,1400,0,-1069.3955,-295.17539,0,14000,0,192
active,15,315,model2B,0,-1084.5941,-261.16623,1,1184,0,-1084.5941,-261.16623,1,201,0,184
active,15,315,model2B,1,-1085.4249,-259.60035,1,988,0,-1085.4249,-259.60047,1,188,0,186
active,15,315,model2B,2,-1064.8617,-281.28119,0,1200,0,-1064.8617,-281.28137,1,178,0,186
active,15,315,model2B,3,-1082.8977,-262.07774,0,1200,0,-1082.8956,-262.09871,1,341,0,190
active,15,315,model2B,4,-1054.2496,-291.42373,0,1200,0,-1053.9337,-291.87915,1,1088,0,192
active,15,315,model3,0,-1083.2594,-261.30909,0,1400,0,-1083.259,-261.30502,1,1035,0,184
active,15,315,model3,1,-1085.1353,-259.73605,1,1146,0,-1085.1353,-259.73605,1,219,0,186
active,15,315,model3,2,-1066.1078,-279.82662,0,1400,0,-1066.0361,-280.08234,1,7267,0,186
active,15,315,model3,3,-1082.414,-262.23196,1,1209,0,-1082.414,-262.23196,1,230,0,190
active,15,315,model3,4,-1052.7486,-291.77193,0,1400,0,-1052.7358,-291.8297,1,4263,0,192
active,15,435,model2B,0,-1159.1798,-262.34648,0,1200,0,-1156.7572,-262.31453,1,879,0,184
active,15,435,model2B,1,-1130.9546,-287.61923,0,1200,0,-1130.9546,-287.61983,1,189,0,186
active,15,435,model2B,2,-1131.8742,-288.2415,0,1200,0,-1131.7839,-287.85113,1,273,0,186
active,15,435,model2B,3,-1131.5296,-287.94685,1,835,0,-1131.5296,-287.94665,1,188,0,190
active,15,435,model2B,4,-1117.9067,-300.93636,1,829,0,-1117.9067,-300.93636,1,179,0,192
active,15,435,model3,0,-1156.3825,-261.24523,1,650,0,-1156.3043,-261.28256,1,796,0,184
active,15,435,model3,1,-1129.7808,-287.50235,0,1400,0,-1129.7764,-287.52236,1,4454,0,186
active,15,435,model3,2,-1132.2929,-286.13412,1,589,0,-1132.2467,-286.19872,1,1138,0,186
active,15,435,model3,3,-1127.5461,-291.24194,1,768,0,-1127.5461,-291.24149,1,215,0,190
active,15,435,model3,4,-1115.9878,-300.9743,1,568,0,-1115.036,-301.84089,0,14000,0,192
active,15,465,model2B,0,-1206.5246,-297.11795,0,1200,0,-1206.5246,-297.11785,1,204,0,184
active,15,465,model2B,1,-1193.7777,-309.92631,1,764,0,-1193.7777,-309.92726,1,186,0,186
active,15,465,model2B,2,-1198.6992,-305.25806,1,927,0,-1198.6992,-305.25806,1,183,0,186
active,15,465,model2B,3,-1195.4256,-308.79992,1,937,0,-1195.4256,-308.79992,1,171,0,190
active,15,465,model2B,4,-1212.6108,-291.31234,1,1064,0,-1212.6108,-291.31234,1,161,0,192
active,15,465,model3,0,-1207.2096,-296.7242,1,1214,0,-1207.2096,-296.72424,1,223,0,184
active,15,465,model3,1,-1193.8967,-309.72514,0,1400,0,-1193.8966,-309.72607,1,565,0,186
active,15,465,model3,2,-1198.3403,-305.95653,0,1400,0,-1198.3402,-305.95915,1,297,0,186
active,15,465,model3,3,-1194.8374,-311.44576,0,1400,0,-1194.8374,-311.44764,1,191,0,190
active,15,465,model3,4,-1212.3967,-291.2395,0,1400,0,-1212.2833,-291.3678,1,861,0,192
active,15,495,model2B,0,-1221.334,-318.91721,1,777,0,-1221.334,-318.91687,1,181,0,184
active,15,495,model2B,1,-1229.8089,-309.69589,1,656,0,-1229.8089,-309.69589,1,188,0,186
active,15,495,model2B,2,-1241.284,-298.60746,1,1110,0,-1241.284,-298.60746,1,169,0,186
active,15,495,model2B,3,-1219.1788,-321.18939,1,907,0,-1219.1788,-321.18939,1,183,0,190
active,15,495,model2B,4,-1241.1729,-299.24181,1,749,0,-1241.1729,-299.24181,1,189,0,192
active,15,495,model3,0,-1221.7463,-318.02052,0,1400,0,-1221.7452,-317.99111,1,513,0,184
active,15,495,model3,1,-1229.1893,-309.92647,0,1400,0,-1228.9837,-310.37205,0,14000,0,186
active,15,495,model3,2,-1240.6671,-298.69557,0,1400,0,-1240.4756,-298.8696,0,14000,0,186
active,15,495,model3,3,-1218.7337,-322.25884,0,1400,0,-1218.7252,-322.25979,0,14000,0,190
active,15,495,model3,4,-1240.4734,-299.21172,0,1400,0,-1240.4635,-299.23596,1,1749,0,192
active,16,255,model2B,0,-973.28673,-243.88404,0,1200,0,-972.82447,-243.84158,0,14000,0,192
active,16,255,model2B,1,-960.24911,-257.23575,0,1200,0,-960.1425,-257.32695,0,14000,0,186
active,16,255,model2B,2,-968.99177,-247.71551,0,1200,0,-968.95193,-247.74569,0,14000,0,191
active,16,255,model2B,3,-984.82215,-232.4026,0,1200,0,-984.82208,-232.3923,1,584,0,191
active,16,255,model2B,4,-976.09094,-240.47883,1,835,0,-976.03978,-240.47951,0,14000,0,190
active,16,255,model3,0,-974.46607,-245.16389,0,1400,0,-974.46602,-245.16237,1,960,0,192
active,16,255,model3,1,-961.36008,-257.92427,0,1400,0,-961.31484,-257.75259,1,13284,0,186
active,16,255,model3,2,-970.67836,-247.90559,0,1400,0,-970.60411,-247.93805,1,2481,0,191
active,16,255,model3,3,-985.41363,-233.41362,0,1400,0,-985.385,-233.37574,1,2172,0,191
active,16,255,model3,4,-977.47444,-240.78901,0,1400,0,-977.44804,-240.79005,0,14000,0,190
active,16,285,model2B,0,-1025.9527,-252.99065,0,1200,0,-1025.8664,-253.07074,0,14000,0,192
active,16,285,model2B,1,-1022.9746,-255.18948,0,1200,0,-1022.9591,-255.22028,0,14000,0,186
active,16,285,model2B,2,-1015.7708,-264.1479,0,1200,0,-1015.4792,-264.01687,1,985,0,191
active,16,285,model2B,3,-1008.847,-271.2148,0,1200,0,-1008.8262,-271.31948,1,388,0,191
active,16,285,model2B,4,-1033.5198,-245.31703,0,1200,0,-1033.4672,-245.3094,0,14000,0,190
active,16,285,model3,0,-1027.406,-254.26085,1,888,0,-1026.6422,-252.51171,0,14000,0,192
active,16,285,model3,1,-1022.7712,-255.63146,0,1400,0,-1022.7362,-255.65137,0,14000,0,186
active,16,285,model3,2,-1016.4024,-263.78145,1,693,0,-1015.4741,-264.55106,0,14000,0,191
active,16,285,model3,3,-1008.1348,-271.81682,0,1400,0,-1008.1333,-271.82116,1,726,0,191
active,16,285,model3,4,-1032.7187,-247.1588,0,1400,0,-1032.7187,-247.15868,1,195,0,190
active,16,315,model2B,0,-1020.2046,-283.90732,0,1200,0,-1020.1782,-283.97566,0,14000,0,192
active,16,315,model2B,1,-1056.5165,-244.79833,1,1053,0,-1056.5165,-244.79833,1,191,0,186
active,16,315,model2B,2,-1043.5982,-258.64798,1,1154,0,-1043.5982,-258.64798,1,184,0,191
active,16,315,model2B,3,-1031.7411,-271.44343,0,1200,0,-1031.7411,-271.44385,1,192,0,191
active,16,315,model2B,4,-1045.7275,-256.56134,0,1200,0,-1045.7275,-256.56095,1,177,0,190
active,16,315,model3,0,-1022.2772,-280.14832,0,1400,0,-1022.2198,-280.10276,1,12735,0,192
active,16,315,model3,1,-1056.6816,-244.68742,0,1400,0,-1056.6362,-244.65481,0,14000,0,186
active,16,315,model3,2,-1043.0725,-259.73997,0,1400,0,-1043.0058,-259.61805,1,4163,0,191
active,16,315,model3,3,-1032.0679,-270.22068,0,1400,0,-1032.0611,-270.09255,0,14000,0,191
active,16,315,model3,4,-1046.4104,-256.42487,0,1400,0,-1046.2996,-256.07914,0,14000,0,190
active,16,435,model2B,0,-1057.0976,-283.36594,0,1200,0,-1057.0976,-283.37318,1,235,0,192
active,16,435,model2B,1,-1074.5462,-262.82663,1,1199,0,-1074.5462,-262.82663,1,176,0,186
active,16,435,model2B,2,-1083.6875,-254.8725,1,984,0,-1083.3688,-254.84517,1,309,0,191
active,16,435,model2B,3,-1071.1981,-267.14691,1,877,0,-1070.9754,-267.41912,1,380,0,191
active,16,435,model2B,4,-1059.1017,-278.65954,1,917,0,-1058.5704,-279.23038,1,317,0,190
active,16,435,model3,0,-1056.6544,-280.11492,0,1400,0,-1056.6212,-280.14316,1,13345,0,192
active,16,435,model3,1,-1072.388,-262.44227,0,1400,0,-1072.3682,-262.45038,0,14000,0,186
active,16,435,model3,2,-1081.2005,-254.49855,0,1400,0,-1081.1673,-254.52096,0,14000,0,191
active,16,435,model3,3,-1068.5054,-267.2323,0,1400,0,-1068.4989,-267.25354,0,14000,0,191
active,16,435,model3,4,-1056.3424,-279.54628,1,785,0,-1056.3292,-279.42576,0,14000,0,190
active,16,465,model2B,0,-1015.998,-266.87138,0,1200,0,-1014.6228,-266.1454,1,535,0,192
active,16,465,model2B,1,-1023.5819,-256.49593,1,935,0,-1023.5819,-256.49593,1,192,0,186
active,16,465,model2B,2,-1039.0773,-242.17204,0,1200,0,-1038.5526,-241.86359,1,353,0,191
active,16,465,model2B,3,-1040.0222,-262.7503,0,1200,0,-1018.6899,-261.07308,1,4118,0,191
active,16,465,model2B,4,-1017.8515,-261.885,0,1200,0,-1017.8515,-261.885,1,198,0,190
active,16,465,model3,0,-1012.2548,-265.46009,1,576,0,-1012.1268,-265.42108,0,14000,0,192
active,16,465,model3,1,-1021.7389,-255.25983,1,966,0,-1021.7241,-255.21493,0,14000,0,186
active,16,465,model3,2,-1036.8275,-241.02614,0,1400,0,-1036.8219,-241.0259,1,8863,0,191
active,16,465,model3,3,-1016.057,-261.17153,1,612,0,-1016.0025,-261.09606,0,14000,0,191
active,16,465,model3,4,-1015.8881,-261.56997,1,869,0,-1015.8881,-261.5702,1,182,0,190
active,16,495,model2B,0,-995.19615,-248.14281,1,1092,0,-995.19615,-248.14281,1,196,0,192
