subject,window,t_ms,model0,model2B,model3
13,11,45,-173.171,-172.616,-172.644
13,12,75,-136.703,-136.515,-136.834
13,13,105,-149.399,-149.781,-150.523
13,14,135,-194.055,-190.472,-191.437
13,15,165,-238.457,-230.412,-229.963
13,16,195,-258.312,-247.418,-247.023
13,17,225,-283.983,-268.066,-268.823
13,18,255,-328.145,-303.772,-303.76
13,19,285,-358.317,-327.489,-326.626
13,20,315,-355.073,-326.734,-325.969
13,21,345,-320.002,-298.192,-297.071
13,22,375,-295.615,-279.726,-278.2
13,23,405,-301.136,-285.534,-285.558
13,24,435,-299.788,-283.85,-284.018
13,25,465,-292.605,-279.453,-279.238
13,26,495,-298.678,-284.695,-284.95
13,27,525,-313.696,-299.152,-299.386
13,28,555,-305.719,-293.196,-292.147
13,29,585,-290.657,-279.032,-279.183
13,30,615,-308.664,-295.685,-295.778
13,31,645,-325.38,-309.67,-309.045
13,32,675,-306.975,-293.331,-293.187
13,33,705,-275.184,-267.284,-267.566
13,34,735,-256.734,-252.033,-252.985
13,35,765,-252.671,-247.731,-247.914
13,36,795,-246.406,-241.748,-242.077
13,37,825,-232.134,-227.815,-228.159
13,38,855,-223.923,-220.269,-220.281
13,39,885,-205.702,-203.998,-203.7
13,40,915,-184.744,-184.195,-184.038
13,41,945,-175.245,-174.324,-174.71
13,42,975,-169.379,-168.129,-168.478
13,43,1005,-176.286,-176.449,-175.588
13,44,1035,-149.151,-149.609,-149.234
13,45,1065,-150.841,-151.026,-151.029
13,46,1095,-144.676,-144.769,-145.061
13,47,1125,-143.718,-144.029,-143.653
13,48,1155,-133.601,-133.517,-133.562
13,49,1185,-127.721,-127.871,-128.329
13,50,1215,-136.366,-136.689,-137.091
13,51,1245,-132.36,-132.392,-132.511
13,52,1275,-129.373,-129.945,-129.454
14,0,-285,-135.176,-135.356,-135.719
14,1,-255,-132.816,-132.22,-131.99
14,2,-225,-128.928,-129.011,-128.885
14,3,-195,-128.387,-128.297,-128.473
14,4,-165,-116.653,-117.185,-116.864
14,5,-135,-127.916,-128.679,-128.717
14,6,-105,-139.716,-140.477,-140.33
14,7,-75,-151.856,-152.126,-152.093
14,8,-45,-172.032,-171.371,-171.924
14,9,-15,-182.387,-182.439,-183.444
14,10,15,-168.305,-168.514,-168.679
14,11,45,-170.854,-169.908,-170.06
14,12,75,-199.103,-199.074,-200.124
14,13,105,-214.396,-214.804,-214.617
14,14,135,-350.1,-329.627,-330.743
14,15,165,-457.509,-422.751,-423.21
14,16,195,-463.96,-428.52,-427.218
14,17,225,-401.829,-374.738,-373.343
14,18,255,-370.835,-349.697,-349.565
14,19,285,-401.434,-371.772,-371.379
14,20,315,-423.67,-388.416,-387.893
14,21,345,-435.664,-398.03,-398.662
14,22,375,-454.732,-411.224,-410.806
14,23,405,-468.64,-423.068,-423.356
14,24,435,-449.627,-406.762,-405.181
14,25,465,-412.732,-379.12,-377.659
14,26,495,-385.491,-360.136,-358.946
14,27,525,-378.48,-356.365,-353.797
14,28,555,-379.258,-359.683,-357.196
14,29,585,-372.795,-355.836,-354.21
14,30,615,-358.098,-341.175,-340.304
14,31,645,-336.673,-320.452,-320.994
14,32,675,-312.531,-299.004,-299.016
14,33,705,-300.389,-288.461,-288.197
14,34,735,-296.942,-286.822,-286.786
14,35,765,-270.02,-263.04,-263.063
14,36,795,-233.66,-231.568,-231.81
14,37,825,-212.071,-212.066,-212.202
14,38,855,-203.181,-203.048,-202.948
14,39,885,-202.806,-202.138,-202.762
14,40,915,-208.801,-207.683,-207.439
14,41,945,-212.094,-212.1,-211.533
14,42,975,-203.818,-203.549,-204.144
14,43,1005,-199.532,-199.15,-199.286
14,44,1035,-205.723,-205.23,-205.282
14,45,1065,-202.864,-201.498,-201.382
14,46,1095,-195.443,-194.499,-194.59
14,47,1125,-208.023,-207.503,-207.749
14,48,1155,-204.787,-203.429,-203.713
14,49,1185,-208.818,-207.328,-208.048
14,50,1215,-192.57,-191.735,-192.355
14,51,1245,-171.573,-171.768,-171.794
14,52,1275,-173.018,-173.851,-173.167
15,0,-285,-107.375,-106.948,-107.44
15,1,-255,-110.132,-110.15,-110.381
15,2,-225,-113.874,-114.173,-114.506
15,3,-195,-114.396,-114.472,-114.488
15,4,-165,-124.25,-124.721,-124.977
15,5,-135,-119.471,-119.307,-119.624
15,6,-105,-133.116,-133.233,-133.602
15,7,-75,-148.979,-147.6,-147.549
15,8,-45,-138.177,-137.176,-137.393
15,9,-15,-120.277,-120.804,-120.274
15,10,15,-134.972,-134.692,-135.519
15,11,45,-155.195,-154.456,-154.491
15,12,75,-148.788,-148.879,-149.356
15,13,105,-162.822,-162.097,-162.032
15,14,135,-263.311,-247.063,-247.552
15,15,165,-329.517,-303.628,-304.582
15,16,195,-321.361,-297.717,-298.249
15,17,225,-287.487,-271.283,-272.016
15,18,255,-287.117,-271.457,-271.297
15,19,285,-293.607,-275.065,-274.908
15,20,315,-286.237,-271.11,-270.975
15,21,345,-268.613,-255.531,-254.526
15,22,375,-274.274,-259.018,-258.715
15,23,405,-289.734,-273.729,-272.224
15,24,435,-301.747,-285.418,-285.42
15,25,465,-319.839,-302.483,-303.018
15,26,495,-331.217,-309.53,-309.623
15,27,525,-334.274,-312.41,-313.286
15,28,555,-322.083,-302.78,-303.904
15,29,585,-312.356,-295.452,-295.951
15,30,615,-311.632,-295.276,-295.848
15,31,645,-304.82,-288.826,-289.189
15,32,675,-283.22,-270.59,-270.326
15,33,705,-262.15,-253.717,-252.988
15,34,735,-259.094,-251.077,-251.027
15,35,765,-268.615,-260.367,-260.696
15,36,795,-257.607,-250.001,-250.306
15,37,825,-219.326,-215.196,-215.604
15,38,855,-190.739,-189.467,-189.842
15,39,885,-193.992,-192.843,-193.166
15,40,915,-197.165,-196.032,-196.185
15,41,945,-176.22,-175.865,-175.628
15,42,975,-165.648,-165.962,-165.914
15,43,1005,-164.419,-164.429,-164.146
15,44,1035,-152.943,-153.207,-153.457
15,45,1065,-152.127,-152.336,-152.322
15,46,1095,-159.233,-159.412,-159.399
15,47,1125,-154.184,-154.789,-154.169
15,48,1155,-155.411,-155.729,-155.592
15,49,1185,-149.652,-149.133,-149.589
15,50,1215,-137.567,-137.517,-138.714
15,51,1245,-138.561,-138.969,-140.481
15,52,1275,-128.183,-128.051,-129.123
16,0,-285,-104.124,-104.263,-104.429
16,1,-255,-107.448,-107.852,-107.514
16,2,-225,-100.453,-100.832,-100.135
16,3,-195,-102.657,-102.783,-102.643
16,4,-165,-107.394,-107.032,-107.522
16,5,-135,-123.882,-124.459,-124.097
16,6,-105,-122.779,-123.6,-123.106
16,7,-75,-131.061,-130.7,-129.392
16,8,-45,-140.452,-141.019,-139.896
16,9,-15,-124.063,-124.151,-124.117
16,10,15,-124.12,-124.829,-124.177
16,11,45,-139.467,-139.317,-139.943
16,12,75,-133.33,-133.438,-133.565
16,13,105,-129.931,-130.476,-130.16
16,14,135,-188.289,-186.924,-187.359
16,15,165,-222.111,-217.913,-218.774
16,16,195,-198.434,-192.626,-193.698
16,17,225,-210.436,-204.554,-205.349
16,18,255,-252.413,-244.343,-245.039
16,19,285,-270.535,-257.772,-258.53
16,20,315,-277.834,-263.072,-262.244
16,21,345,-276.78,-263.028,-262.238
16,22,375,-266.166,-253.285,-252.951
16,23,405,-277.294,-263.894,-263.334
16,24,435,-287.009,-269.374,-268.767
16,25,465,-277.064,-258.035,-256.898
16,26,495,-266.437,-250.346,-249.246
16,27,525,-282.335,-267.185,-265.585
16,28,555,-297.518,-276.11,-275.846
16,29,585,-305.846,-288.934,-288.9
16,30,615,-275.338,-264.194,-263.403
16,31,645,-271.176,-260.735,-260.691
16,32,675,-283.418,-274.687,-274.08
16,33,705,-247.735,-240.254,-240.224
16,34,735,-209.148,-203.333,-202.711
16,35,765,-229.829,-224.437,-224.877
16,36,795,-224.575,-219.636,-220.819
16,37,825,-194.573,-190.553,-190.642
16,38,855,-220.75,-216.848,-217.417
16,39,885,-216.886,-213.826,-212.892
16,40,915,-168.412,-166.085,-165.162
16,41,945,-170.57,-168.22,-168.209
16,42,975,-203.097,-199.813,-200.889
16,43,1005,-194.961,-192.484,-193.406
16,44,1035,-145.051,-144.473,-145.06
16,45,1065,-145.001,-144.405,-143.974
16,46,1095,-187.982,-184.71,-184.526
16,47,1125,-195.585,-193.717,-193.36
16,48,1155,-145.257,-145.335,-144.915
16,49,1185,-141.17,-141.016,-141.442
16,50,1215,-149.625,-149.428,-149.128
16,51,1245,-135.96,-135.214,-135.127
16,52,1275,-118.839,-118.838,-118.843
17,0,-285,-125.677,-125.787,-125.798
17,1,-255,-123.052,-123.139,-124.544
17,2,-225,-109.449,-109.741,-109.446
17,3,-195,-99.6801,-101.119,-100.311
17,4,-165,-105.744,-105.787,-105.372
17,5,-135,-142.307,-142.346,-140.923
17,6,-105,-139.254,-139.918,-139.628
17,7,-75,-121.244,-121.349,-121.305
17,8,-45,-107.861,-107.741,-107.894
17,9,-15,-124.842,-125.379,-125.729
17,10,15,-121.092,-121.405,-121.196
17,11,45,-119.522,-119.893,-118.949
17,12,75,-122.891,-123.224,-123.148
17,13,105,-163.036,-162.681,-163.042
17,14,135,-227.078,-223.273,-223.906
17,15,165,-272.11,-262.093,-262.267
17,16,195,-283.578,-271.347,-271.246
17,17,225,-264.748,-256.628,-257.436
17,18,255,-244.487,-239.659,-240.188
17,19,285,-259.383,-252.559,-253.774
17,20,315,-294.864,-285.639,-285.426
17,21,345,-312.644,-299.236,-297.597
17,22,375,-328.694,-315.987,-314.54
17,23,405,-331.068,-317.922,-315.962
17,24,435,-327.155,-311.432,-310.13
17,25,465,-310.329,-294.769,-294.279
17,26,495,-279.448,-269.03,-267.911
17,27,525,-258.593,-251.239,-250.387
17,28,555,-246.887,-239.219,-239.068
17,29,585,-236.26,-228.765,-229.027
17,30,615,-221.512,-217.896,-217.54
17,31,645,-218.201,-218.741,-217.752
17,32,675,-218.778,-218.074,-218.153
17,33,705,-211.424,-209.267,-208.733
17,34,735,-201.622,-200.846,-199.234
17,35,765,-186.896,-186.431,-185.602
17,36,795,-183.324,-183.116,-182.663
17,37,825,-189.165,-190.211,-190.04
17,38,855,-196.394,-195.959,-196.134
17,39,885,-183.169,-182.784,-181.845
17,40,915,-184.768,-183.902,-184.215
17,41,945,-182.432,-182.584,-182.207
17,42,975,-177.163,-177.151,-173.629
17,43,1005,-170.159,-171.824,-165.216
17,44,1035,-159.206,-159.59,-159.267
17,45,1065,-151.813,-152.083,-151.953
17,46,1095,-161.656,-161.269,-161.619
17,47,1125,-191.117,-190.576,-191.098
17,48,1155,-184.307,-184.54,-183.856
17,49,1185,-159.956,-159.658,-160.09
17,50,1215,-174.889,-175.801,-175.586
17,51,1245,-166.799,-167.251,-167.109
17,52,1275,-164.608,-165.49,-164.831
18,0,-285,-87.7602,-87.9122,-87.5891
18,1,-255,-79.3607,-78.0235,-78.448
18,2,-225,-90.6628,-91.1892,-91.162
18,3,-195,-103.419,-103.597,-103.509
18,4,-165,-96.7503,-96.8302,-96.9244
18,5,-135,-104.115,-103.768,-104.5
18,6,-105,-123.927,-124.131,-124.083
18,7,-75,-114.98,-115.339,-115.273
18,8,-45,-92.7602,-92.5619,-93.0759
18,9,-15,-144.163,-144.268,-143.897
18,10,15,-167.072,-166.276,-165.884
18,11,45,-143.493,-143.047,-142.148
18,12,75,-137.434,-136.779,-137.074
18,13,105,-148.354,-148.271,-148.177
18,14,135,-169.174,-166.353,-165.907
18,15,165,-237.984,-229.527,-229.258
18,16,195,-270.16,-257.733,-257.471
18,17,225,-259.182,-246.925,-246.369
18,18,255,-251.796,-243.709,-243.745
18,19,285,-265.565,-256.163,-256.437
18,20,315,-274.199,-258.006,-257.628
18,21,345,-278.021,-260.84,-260.902
18,22,375,-272.981,-257.816,-258.07
18,23,405,-268.716,-252.732,-253.073
18,24,435,-278.55,-261.016,-260.94
18,25,465,-270.218,-253.544,-253.869
18,26,495,-238.408,-225.1,-225.35
18,27,525,-232.918,-222.074,-222.489
18,28,555,-256.183,-245.963,-245.942
18,29,585,-269.689,-258.486,-259.492
18,30,615,-273.967,-260.493,-260.857
18,31,645,-288.603,-273.066,-272.998
18,32,675,-297.047,-283.977,-284.699
18,33,705,-270.038,-259.882,-261.818
18,34,735,-238.265,-229.831,-230.083
18,35,765,-244.941,-238.519,-239.283
18,36,795,-240.802,-232.631,-233.049
18,37,825,-247.349,-236.331,-237.37
18,38,855,-269.24,-260.411,-260.309
18,39,885,-245.982,-238.948,-238.594
18,40,915,-207.957,-203.676,-204.425
18,41,945,-197.854,-194.364,-194.531
18,42,975,-202.121,-197.6,-197.54
18,43,1005,-199.735,-195.651,-195.044
18,44,1035,-189.67,-187.556,-188.348
18,45,1065,-179.477,-178.314,-178.615
18,46,1095,-164.817,-164.445,-164.344
18,47,1125,-144.439,-145.808,-144.473
18,48,1155,-140.651,-141.828,-141.585
18,49,1185,-159.878,-160.925,-159.549
18,50,1215,-155.993,-155.368,-155.658
18,51,1245,-142.361,-141.683,-141.911
18,52,1275,-149.532,-149.485,-149.385
19,0,-285,-85.8555,-86.3157,-86.8356
19,1,-255,-87.8408,-88.5582,-88.6214
19,2,-225,-99.7841,-100.581,-100.755
19,3,-195,-91.3866,-91.4479,-91.4865
19,4,-165,-100.963,-100.949,-100.104
19,5,-135,-109.425,-109.889,-109.593
19,6,-105,-89.8609,-90.1398,-90.478
19,7,-75,-99.8699,-100.125,-100.629
19,8,-45,-138.545,-138.877,-138.755
19,9,-15,-149.911,-149.995,-150.185
19,10,15,-120.483,-120.66,-120.88
19,11,45,-135.422,-136.199,-135.542
19,12,75,-170.442,-170.708,-170.618
19,13,105,-186.461,-185.629,-184.964
19,14,135,-208.861,-207.349,-207.021
19,15,165,-253.679,-249.231,-249.08
19,16,195,-280.673,-268.701,-269.282
19,17,225,-286.425,-268.653,-268.158
19,18,255,-283.934,-266.575,-266.477
19,19,285,-296.533,-280.197,-280.662
19,20,315,-315.859,-294.784,-294.857
19,21,345,-332.582,-306.56,-306.527
19,22,375,-348.191,-320.963,-319.597
19,23,405,-368.729,-338.565,-336.154
19,24,435,-385.279,-351.63,-350.83
19,25,465,-380.128,-349.06,-346.337
19,26,495,-362.532,-336.087,-333.829
19,27,525,-343.075,-318.054,-317.636
19,28,555,-336.467,-316.82,-316.651
19,29,585,-332.632,-315.596,-316.623
19,30,615,-342.242,-323.022,-322.168
19,31,645,-349.712,-327.883,-327.148
19,32,675,-337.496,-319.915,-320.086
19,33,705,-305.007,-290.916,-292.016
19,34,735,-290.501,-279.156,-278.484
19,35,765,-281.149,-269.942,-270.919
19,36,795,-254.287,-246.943,-247.998
19,37,825,-232.953,-227.84,-229.384
19,38,855,-234.865,-229.116,-230.805
19,39,885,-228.397,-223.044,-223.677
19,40,915,-200.686,-197.578,-198.82
19,41,945,-187.664,-185.918,-187.003
19,42,975,-193.818,-193.012,-192.954
19,43,1005,-184.295,-183.421,-183.385
19,44,1035,-176.054,-175.895,-175.774
19,45,1065,-194.623,-194.198,-194.712
19,46,1095,-189.549,-189.069,-188.99
19,47,1125,-167.243,-167.045,-167.143
19,48,1155,-149.962,-149.753,-150.359
19,49,1185,-140.686,-140.722,-140.71
19,50,1215,-147.427,-147.388,-147.497
19,51,1245,-140.171,-140.441,-140.542
19,52,1275,-135.356,-135.721,-135.84
20,0,-285,-79.4184,-79.4768,-80.0457
20,1,-255,-91.907,-92.4706,-92.18
20,2,-225,-93.6025,-94.51,-93.9669
20,3,-195,-94.7255,-94.9171,-94.5813
20,4,-165,-105.727,-106.383,-105.961
20,5,-135,-123.046,-123.139,-122.761
20,6,-105,-127.295,-128.327,-126.696
20,7,-75,-122.119,-121.978,-121.906
20,8,-45,-131.628,-131.383,-131.756
20,9,-15,-118.414,-118.602,-118.525
20,10,15,-114.34,-114.738,-114.557
20,11,45,-146.577,-146.944,-145.993
20,12,75,-149.226,-149.071,-150.006
20,13,105,-126.964,-127.939,-127.505
20,14,135,-153.189,-152.646,-152.246
20,15,165,-195.646,-192.111,-191.106
20,16,195,-214.754,-209.979,-210.434
20,17,225,-225.939,-218.63,-219.083
20,18,255,-262.562,-249.272,-249.306
20,19,285,-289.506,-274.231,-273.477
20,20,315,-274.975,-262.039,-261.636
20,21,345,-243.582,-232.977,-232.684
20,22,375,-239.377,-229.72,-229.067
20,23,405,-234.587,-227.01,-226.108
20,24,435,-234.391,-229.205,-229.289
20,25,465,-239.561,-234.839,-235.066
20,26,495,-233.74,-229.372,-229.843
20,27,525,-225.555,-221.37,-221.327
20,28,555,-235.713,-231.389,-231.389
20,29,585,-235.612,-231.338,-230.611
20,30,615,-203.473,-199.337,-198.557
20,31,645,-202.313,-199.112,-199.204
20,32,675,-215.694,-211.886,-212.271
20,33,705,-210.137,-205.923,-205.544
20,34,735,-184.214,-180.28,-180.726
20,35,765,-180.971,-179.046,-177.906
20,36,795,-200.443,-199.094,-199.117
20,37,825,-198.721,-197.37,-196.435
20,38,855,-184.543,-184.002,-182.787
20,39,885,-162.682,-163.077,-162.184
20,40,915,-126.239,-127.022,-126.428
20,41,945,-109.469,-109.921,-110.085
20,42,975,-119.4,-119.219,-119.517
20,43,1005,-99.2563,-99.5029,-99.9807
20,44,1035,-92.2505,-92.2116,-91.6152
20,45,1065,-102.076,-102.293,-102.609
20,46,1095,-117.216,-117.594,-116.992
20,47,1125,-108.266,-108.216,-109.067
20,48,1155,-95.8167,-95.751,-95.851
20,49,1185,-88.7713,-89.5741,-88.5757
20,50,1215,-108.396,-108.586,-107.789
20,51,1245,-94.7887,-95.2939,-94.2954
20,52,1275,-95.8037,-95.7662,-96.1102
