subject,window,t_ms,model0,model2B,model3
11,20,315,-314.575,-307.545,-308.086
11,21,345,-309.078,-303.26,-303.456
11,22,375,-309.556,-305.127,-304.6
11,23,405,-300.775,-298.468,-298.643
11,24,435,-271.458,-269.233,-267.497
11,25,465,-283.939,-280.908,-281.376
11,26,495,-295.192,-292.792,-293.197
11,27,525,-282.432,-281.97,-281.916
11,28,555,-277.538,-277.41,-277.005
11,29,585,-291.784,-291.309,-291.074
11,30,615,-285.616,-285.168,-285.345
11,31,645,-254.819,-255.6,-255.122
11,32,675,-260.582,-260.426,-260.823
11,33,705,-279.777,-279.131,-279.453
11,34,735,-275.633,-276.046,-275.882
11,35,765,-257.964,-258.418,-258.464
11,36,795,-246.918,-247.402,-247.372
11,37,825,-229.329,-229.669,-229.353
11,38,855,-237.088,-237.109,-237.64
11,39,885,-235.558,-235.768,-235.816
11,40,915,-235.086,-234.775,-234.613
11,41,945,-232.155,-232.334,-232.648
11,42,975,-231.362,-230.802,-231.629
11,43,1005,-224.37,-223.669,-224.802
11,44,1035,-220.77,-220.833,-220.601
11,45,1065,-224.775,-224.947,-225.307
11,46,1095,-221.809,-221.72,-222.13
11,47,1125,-233.101,-233.299,-233.226
11,48,1155,-217.159,-217.607,-217.078
11,49,1185,-185.778,-184.581,-184.99
11,50,1215,-186.668,-185.077,-186.2
11,51,1245,-210.196,-209.884,-210.129
11,52,1275,-221.689,-221.762,-221.881
12,0,-285,-139.162,-140.411,-136.829
12,1,-255,-127.103,-126.975,-126.971
12,2,-225,-138.406,-138.432,-138.672
12,3,-195,-157.921,-157.929,-157.739
12,4,-165,-169.116,-169.035,-168.91
12,5,-135,-145.68,-146.226,-146.477
12,6,-105,-137.442,-137.568,-138.031
12,7,-75,-173.984,-174.025,-174.614
12,8,-45,-183.906,-183.951,-183.709
12,9,-15,-167.41,-167.676,-167.828
12,10,15,-199.705,-199.521,-199.666
12,11,45,-220.895,-218.875,-219.867
12,12,75,-206.356,-203.959,-205.386
12,13,105,-171.211,-170.915,-171.222
12,14,135,-185.104,-184.839,-184.242
12,15,165,-193.653,-193.137,-193.574
12,16,195,-212.92,-210.914,-210.451
12,17,225,-231.52,-228.928,-228.42
12,18,255,-234.319,-231.83,-232.153
12,19,285,-273.205,-268.282,-268.012
12,20,315,-316.994,-305.608,-305.158
12,21,345,-337.744,-322.744,-322.097
12,22,375,-324.9,-312.865,-312.839
12,23,405,-307.964,-301.629,-300.853
12,24,435,-302.994,-293.917,-294.21
12,25,465,-321.143,-309.924,-309.471
12,26,495,-321.572,-312.905,-312.867
12,27,525,-290.211,-285.843,-285.207
12,28,555,-280.192,-276.173,-276.323
12,29,585,-295.316,-290.213,-291.556
12,30,615,-286.629,-282.96,-283.305
12,31,645,-271.48,-269.992,-270.801
12,32,675,-264.673,-263.726,-263.935
12,33,705,-265.856,-264.221,-264.297
12,34,735,-249.712,-248.432,-248.336
12,35,765,-221.727,-221.67,-221.383
12,36,795,-224.884,-224.856,-224.266
12,37,825,-243.573,-242.988,-243.251
12,38,855,-237.523,-237.682,-236.743
12,39,885,-231.729,-232.097,-231.09
12,40,915,-227.168,-226.559,-226.665
12,41,945,-219.674,-219.338,-219.496
12,42,975,-199.52,-199.523,-199.66
12,43,1005,-201.218,-201.136,-201.311
12,44,1035,-193.048,-193.246,-193.204
12,45,1065,-196.624,-196.958,-196.762
12,46,1095,-216.151,-216.329,-216.772
12,47,1125,-229.614,-230.28,-229.608
12,48,1155,-236.622,-236.564,-236.269
12,49,1185,-214.14,-214.152,-214.178
12,50,1215,-197.665,-198.072,-198.131
12,51,1245,-191.206,-191.366,-191.6
12,52,1275,-182.891,-182.942,-183.007
13,0,-285,-117.701,-117.532,-117.819
13,1,-255,-131.397,-131.737,-131.693
13,2,-225,-129.743,-129.603,-129.016
13,3,-195,-133.35,-133.815,-133.275
13,4,-165,-130.841,-131.36,-131.09
13,5,-135,-119.749,-120.287,-119.549
13,6,-105,-132.807,-134.065,-133.134
13,7,-75,-154.686,-154.75,-154.694
13,8,-45,-156.218,-156.831,-156.08
13,9,-15,-156.44,-156.913,-156.079
13,10,15,-150.214,-150.591,-150.246
