subject,session,window,t_ms,model,fold,train_llh,test_llh,exitflag,nfev,n_train,n_test,p0,p1,p2,p3,p4,p5,p6
6,passive,37,825,model2B,2,-694.205,-175.603,0,1200,747,186,-2105.08,0.000731009,45.9415,2.99598,0.730642,-0.0267068,
6,passive,37,825,model2B,3,-697.794,-169.362,0,1200,745,188,6.84243,0.538644,0.59626,0.0923322,0.620576,0.0539372,
6,passive,37,825,model2B,4,-715.675,-153.188,0,1200,743,190,6.11616,3.51368,8.10265,-0.384293,0.619296,0.0911466,
6,passive,37,825,model3,0,-653.918,-215.41,0,1400,749,184,4.45044,6.83728,-0.101288,0.0707193,0.761064,-7.18974,0.574623
6,passive,37,825,model3,1,-700.457,-167.286,0,1400,748,185,4.37086,0.716712,-0.158923,-0.0254889,0.348771,-1.00785,0.600712
6,passive,37,825,model3,2,-692.766,-173.885,0,1400,747,186,5.07188,1.03539,-0.0957199,0.041833,0.408833,-1.44998,0.595068
6,passive,37,825,model3,3,-697.484,-169.238,0,1400,745,188,5.71992,0.819411,-0.0981407,-0.0548059,0.690582,-0.542546,0.595329
6,passive,37,825,model3,4,-714.38,-153.251,0,1400,743,190,4.92857,2.05822,-0.087485,-0.386896,1.29401,-3.28057,0.621967
6,passive,38,855,model0,0,-733.015,-213.036,1,84,749,184,0.64386,-0.0552813,,,,,
6,passive,38,855,model0,1,-753.348,-192.445,1,93,748,185,0.662472,-0.0856747,,,,,
6,passive,38,855,model0,2,-756.155,-189.1,1,87,747,186,0.665833,-0.0402413,,,,,
6,passive,38,855,model0,3,-758.624,-186.423,1,159,745,188,0.669852,-0.0486189,,,,,
6,passive,38,855,model0,4,-775.944,-169.9,1,93,743,190,0.687574,-0.0586429,,,,,
6,passive,38,855,model2B,0,-726.916,-213.853,0,1200,749,184,5.01638,3.17034,0.433572,-0.202711,0.627758,0.118083,
6,passive,38,855,model2B,1,-750.142,-192.826,0,1200,748,185,-12.0642,0.199296,3.37303,0.134447,0.67154,-0.0115547,
6,passive,38,855,model2B,2,-751.371,-189.88,0,1200,747,186,5.66523,2.8411,1.05487,-0.690468,0.635288,0.0737546,
6,passive,38,855,model2B,3,-755.392,-185.39,0,1200,745,188,6.08487,1.14966,0.735791,-0.332175,0.654829,0.0763469,
6,passive,38,855,model2B,4,-771.723,-169.214,0,1200,743,190,5.37254,1.51295,0.519639,-0.196311,0.671421,0.081616,
6,passive,38,855,model3,0,-726.738,-214.818,0,1400,749,184,4.97269,44.1553,-0.091455,-3.51785,14.4701,-38.9404,0.636902
6,passive,38,855,model3,1,-749.922,-192.794,1,1146,748,185,4.59233,0.385137,-0.202942,-0.0298055,0.397967,-0.167956,0.637712
6,passive,38,855,model3,2,-751.572,-188.626,0,1400,747,186,3.33012,6.00854,-0.0622684,-2.42584,4.39375,0.194904,0.660918
6,passive,38,855,model3,3,-755.05,-185.054,1,961,745,188,4.11257,1.87228,-0.074151,0.256394,-0.585374,-1.50633,0.665538
6,passive,38,855,model3,4,-771.363,-169.424,0,1400,743,190,4.33689,7.28981,-0.0990031,-6.8695,14.3287,-0.0773738,0.681359
6,passive,39,885,model0,0,-617.908,-188.795,1,89,749,184,0.55213,-0.0428893,,,,,
6,passive,39,885,model0,1,-642.324,-164.685,1,139,748,185,0.571092,-0.0832712,,,,,
6,passive,39,885,model0,2,-643.054,-162.74,1,90,747,186,0.572337,-0.0292728,,,,,
6,passive,39,885,model0,3,-642.55,-162.968,1,85,745,188,0.573192,-0.0351409,,,,,
6,passive,39,885,model0,4,-670.881,-135.842,1,106,743,190,0.59692,-0.0520028,,,,,
6,passive,39,885,model2B,0,-617.458,-189.198,0,1200,749,184,-17.8151,0.0504274,0.919011,0.404432,0.569213,-0.0206763,
6,passive,39,885,model2B,1,-642.013,-164.377,0,1200,748,185,24.5365,0.0392569,0.405784,-1.22314,0.473801,-0.0714279,
6,passive,39,885,model2B,2,-640.536,-162.333,0,1200,747,186,7.22503,1.20671,1.67932,-0.699537,0.546248,0.0508284,
6,passive,39,885,model2B,3,-642.426,-162.898,0,1200,745,188,-428.472,0.00335192,2.85593,-2.41156,0.488676,-0.0313177,
6,passive,39,885,model2B,4,-670.336,-135.972,0,1200,743,190,-50.8947,0.0141229,3.565,-0.551042,0.568579,-0.0238974,
6,passive,39,885,model3,0,-614.318,-189.174,0,1400,749,184,5.77982,0.743388,-0.0233375,-1.53705,4.23541,0.486792,0.532341
6,passive,39,885,model3,1,-641.322,-166.027,0,1400,748,185,4.9537,0.109352,-0.151081,-0.0734034,0.181881,-0.162147,0.564476
6,passive,39,885,model3,2,-640.052,-161.9,1,1172,747,186,5.48503,0.993903,-0.00553706,2.11808,-2.91877,-1.59437,0.553662
6,passive,39,885,model3,3,-641.943,-162.492,0,1400,745,188,5.06864,20.025,-0.042338,-9.10556,13.9848,-9.88468,0.570565
6,passive,39,885,model3,4,-669.034,-135.811,0,1400,743,190,4.99501,73.4126,-0.0694701,-26.1123,55.2365,-20.3273,0.594693
6,passive,40,915,model0,0,-465.375,-175.609,1,96,749,184,0.450364,-0.0366418,,,,,
6,passive,40,915,model0,1,-519.069,-120.621,1,90,748,185,0.484311,-0.0644084,,,,,
6,passive,40,915,model0,2,-525.241,-112.693,1,90,747,186,0.488809,-0.0155062,,,,,
6,passive,40,915,model0,3,-502.796,-135.457,1,81,745,188,0.475195,-0.00735095,,,,,
6,passive,40,915,model0,4,-529.127,-108.886,1,80,743,190,0.49323,-0.0239611,,,,,
6,passive,40,915,model2B,0,-465.278,-175.348,0,1200,749,184,47.3867,-0.00126017,-0.151947,-59.2251,-1.58905,-0.0343138,
6,passive,40,915,model2B,1,-517.564,-120.856,0,1200,748,185,-18.7033,-0.0665782,1.244,0.647877,0.525167,-0.0957709,
6,passive,40,915,model2B,2,-524.449,-112.947,0,1200,747,186,-0.358335,-0.0993143,0.247297,0.417643,0.494455,-0.0261174,
6,passive,40,915,model2B,3,-500.823,-136.224,0,1200,745,188,-6.80784,0.668,-5.54336,1.04325,0.477861,-0.0224351,
6,passive,40,915,model2B,4,-528.632,-108.203,0,1200,743,190,-11.1013,0.0283169,-1.31967,0.446546,0.503499,-0.0465775,
6,passive,40,915,model3,0,-463.255,-177.838,0,1400,749,184,21.0832,-0.233703,0.0412841,-1.6981,3.24344,-0.00150485,0.449341
6,passive,40,915,model3,1,-518.311,-120.613,0,1400,748,185,9.41785,-0.0464064,-0.0436522,-0.725644,0.89728,-0.140926,0.483171
6,passive,40,915,model3,2,-524.199,-113.565,0,1400,747,186,12.1611,0.37439,0.00292703,-0.265175,-2.9209,0.24344,0.477941
6,passive,40,915,model3,3,-501.885,-135.414,0,1400,745,188,-12.228,0.146409,0.0388179,-0.103787,0.525827,-0.11191,0.474588
6,passive,40,915,model3,4,-529,-108.598,0,1400,743,190,67.5628,-0.0168872,-0.00404748,-0.0262557,-0.138083,0.0396359,0.493626
6,passive,41,945,model0,0,-466.134,-175.58,1,97,749,184,0.450864,-0.0400794,,,,,
6,passive,41,945,model0,1,-527.954,-111.855,1,92,748,185,0.49009,-0.0555019,,,,,
6,passive,41,945,model0,2,-529.705,-108.61,1,162,747,186,0.491757,-0.0183917,,,,,
6,passive,41,945,model0,3,-499.188,-139.756,1,88,745,188,0.472917,-0.001871,,,,,
6,passive,41,945,model0,4,-520.427,-117.826,1,83,743,190,0.487518,-0.0117219,,,,,
6,passive,41,945,model2B,0,-462.208,-176.735,0,1200,749,184,-3.71853,-1.24539,12.1569,0.467802,0.465891,-0.0654888,
6,passive,41,945,model2B,1,-525.79,-113.192,0,1200,748,185,71.2948,0.021114,-4.00233,0.695601,0.528301,-0.0894301,
6,passive,41,945,model2B,2,-528.307,-109.129,0,1200,747,186,24.6779,-0.200329,7.22058,-0.150705,0.488262,-0.0676661,
6,passive,41,945,model2B,3,-498.797,-140.691,0,1200,745,188,-368.745,-0.0126944,-1.57736,-33.5426,0.551205,0.00277046,
6,passive,41,945,model2B,4,-519.878,-117.059,0,1200,743,190,-29.6201,0.0787396,-2.14571,0.0690264,0.488787,-0.0411783,
6,passive,41,945,model3,0,-462.565,-178.411,1,968,749,184,23.498,-0.322081,0.0577099,-0.0751679,0.829182,0.195331,0.448698
6,passive,41,945,model3,1,-526.49,-111.447,0,1400,748,185,449.14,-0.0100487,0.0156613,-0.0761537,2.04145,0.0127881,0.488975
6,passive,41,945,model3,2,-528.037,-108.618,0,1400,747,186,5.82942,-0.165354,0.0381978,-0.0265272,-0.440952,0.930986,0.487448
6,passive,41,945,model3,3,-498.05,-139.151,0,1400,745,188,67.1228,-0.2488,0.0562787,-0.0136121,0.053019,0.347737,0.47217
6,passive,41,945,model3,4,-519.751,-116.876,0,1400,743,190,89.4762,-0.075674,0.0335045,-0.899375,1.39877,-0.00606067,0.486898
6,passive,42,975,model0,0,-482.486,-165.945,1,96,749,184,0.460777,-0.0450722,,,,,
6,passive,42,975,model0,1,-519.898,-127.49,1,102,748,185,0.48488,-0.0624525,,,,,
6,passive,42,975,model0,2,-525.472,-120.751,1,102,747,186,0.488957,-0.0288514,,,,,
6,passive,42,975,model0,3,-526.49,-120.084,1,82,745,188,0.490551,-0.0221789,,,,,
6,passive,42,975,model0,4,-525.63,-120.971,1,81,743,190,0.490917,-0.0220325,,,,,
6,passive,42,975,model2B,0,-482.285,-165.372,0,1200,749,184,34.7076,-0.000693198,0.47734,50.0776,2.74049,-0.0457304,
6,passive,42,975,model2B,1,-518.171,-127.858,0,1200,748,185,24.3597,0.0041426,-1.78756,6.81625,0.878147,-0.0624925,
6,passive,42,975,model2B,2,-525.057,-120.117,0,1200,747,186,672.83,-0.000852038,33.6418,0.687782,0.508584,-0.045517,
6,passive,42,975,model2B,3,-525.079,-120.496,0,1200,745,188,5.86697,-0.000213713,2.82288,81.5881,2.80525,-0.0287497,
6,passive,42,975,model2B,4,-524.766,-120.862,0,1200,743,190,-12.8305,-0.00635367,0.416829,14.2631,0.817047,-0.0245458,
6,passive,42,975,model3,0,-480.715,-166.942,1,363,749,184,3.49905,-0.000302995,0.0186373,-0.13416,0.000129107,-0.000296787,0.454616
6,passive,42,975,model3,1,-518.688,-127.349,0,1400,748,185,1866.8,-0.0144613,-0.000604897,-0.473462,0.398764,-0.0496387,0.48408
6,passive,42,975,model3,2,-524.418,-120.456,0,1400,747,186,261.149,-0.0275519,0.0288152,-0.0579924,0.126792,0.00711529,0.488248
6,passive,42,975,model3,3,-525.771,-119.464,0,1400,745,188,298.343,-0.021918,0.0252044,-0.0326806,-0.0390062,0.0394131,0.49
6,passive,42,975,model3,4,-525.041,-120.315,1,1352,743,190,499.076,-0.053782,0.0216333,-0.0307421,-0.0915107,0.121485,0.490521
6,passive,43,1005,model0,0,-506.809,-145.852,1,110,749,184,0.476038,-0.0370844,,,,,
6,passive,43,1005,model0,1,-518.125,-135.37,1,88,748,185,0.483752,-0.0586214,,,,,
6,passive,43,1005,model0,2,-521.297,-130.961,1,86,747,186,0.486211,-0.0259466,,,,,
6,passive,43,1005,model0,3,-530.497,-121.946,1,77,745,188,0.49316,-0.0248498,,,,,
6,passive,43,1005,model0,4,-529.66,-123.069,1,78,743,190,0.493548,-0.0186786,,,,,
6,passive,43,1005,model2B,0,-506.66,-145.501,0,1200,749,184,-196.273,0.000882721,-7.78353,2.06314,0.552535,-0.041399,
6,passive,43,1005,model2B,1,-516.575,-136.528,0,1200,748,185,188.423,-0.00811734,3.33383,2.62866,0.63766,-0.0685875,
6,passive,43,1005,model2B,2,-520.781,-129.905,0,1200,747,186,-4.70102,-2.43793,34.8589,97.3636,2.88688,-0.0247263,
6,passive,43,1005,model2B,3,-529.638,-122.398,0,1200,745,188,-17.8133,0.0443796,-1.10421,0.656031,0.509069,-0.0498602,
6,passive,43,1005,model2B,4,-528.409,-123.97,0,1200,743,190,-350.753,-0.00527203,-0.830604,-22.0221,0.0641304,-0.0182024,
6,passive,43,1005,model3,0,-506.384,-146.149,0,1400,749,184,70.166,-0.0509529,-0.0015285,0.00639544,-0.0673356,-0.0182807,0.475732
6,passive,43,1005,model3,1,-517.875,-135.606,0,1400,748,185,14.4035,-0.000848384,-0.0393623,-0.00169446,-0.590736,0.159708,0.483005
6,passive,43,1005,model3,2,-521.142,-130.925,0,1400,747,186,7.70396,-0.206835,-0.00247995,0.0124101,-0.11842,0.0408374,0.48521
6,passive,43,1005,model3,3,-530.099,-122.194,0,1400,745,188,176.494,-0.0292612,0.00973497,0.0539411,-1.05666,0.0139773,0.492966
6,passive,43,1005,model3,4,-529.658,-123.118,1,298,743,190,3.19671,-0.00405435,-0.0209939,0.000697925,-0.0321543,-0.00419485,0.493573
6,passive,44,1035,model0,0,-553.384,-157.418,1,79,749,184,0.506589,-0.0209053,,,,,
6,passive,44,1035,model0,1,-561.612,-149.908,1,89,748,185,0.512665,-0.0400078,,,,,
6,passive,44,1035,model0,2,-567.113,-143.168,1,128,747,186,0.516987,-0.0104528,,,,,
6,passive,44,1035,model0,3,-577.329,-133.504,1,51,745,188,0.52522,0.00117914,,,,,
6,passive,44,1035,model0,4,-579.157,-131.678,1,60,743,190,0.527606,-0.0015174,,,,,
6,passive,44,1035,model2B,0,-553.281,-157.629,0,1200,749,184,-153.044,-0.00978712,-2.04888,0.0392281,0.507312,-0.0135228,
6,passive,44,1035,model2B,1,-560.779,-149.532,0,1200,748,185,-7.48072,-0.154743,0.132099,3.50195,0.591003,-0.0293765,
6,passive,44,1035,model2B,2,-567.042,-143.149,0,1200,747,186,6.86709,0.090414,-0.180036,0.271722,0.519827,-0.0206278,
6,passive,44,1035,model2B,3,-577.309,-133.449,0,1200,745,188,71.1537,-0.0122283,-0.0817955,-1.86825,0.524971,-0.000267792,
6,passive,44,1035,model2B,4,-578.168,-132.56,0,1200,743,190,75.7623,-0.0238242,-0.193496,-19.0826,0.506161,0.000377971,
6,passive,44,1035,model3,0,-553.068,-158.308,0,1400,749,184,1.40624,0.399779,-0.0190344,0.299594,-0.715222,-0.107931,0.50621
6,passive,44,1035,model3,1,-558.291,-150.49,0,1400,748,185,-1.40192,-1.99455,-0.0423715,3.11142,-1.07927,2.47581,0.507528
6,passive,44,1035,model3,2,-563.915,-143.463,0,1400,747,186,0.318426,-6.48034,-0.0138995,4.91697,-4.06948,1.75385,0.510453
6,passive,44,1035,model3,3,-577.29,-133.544,0,1400,745,188,34.8496,0.00602087,0.00525492,0.0990019,-0.434637,0.036141,0.525124
6,passive,44,1035,model3,4,-576.271,-131.832,0,1400,743,190,0.340519,-4.18377,-0.0129832,0.0946225,1.19111,1.59333,0.519118
6,passive,45,1065,model0,0,-538.17,-169.359,1,80,749,184,0.496359,-0.0150981,,,,,
6,passive,45,1065,model0,1,-566.124,-141.059,1,172,748,185,0.515753,-0.0341229,,,,,
6,passive,45,1065,model0,2,-570.723,-135.52,1,54,747,186,0.519511,0.000414068,,,,,
6,passive,45,1065,model0,3,-559.296,-147.607,1,76,745,188,0.512617,0.0127907,,,,,
6,passive,45,1065,model0,4,-586.225,-120.779,1,84,743,190,0.532648,-0.00729503,,,,,
6,passive,45,1065,model2B,0,-538.169,-169.329,0,1200,749,184,-0.175157,-0.0130688,0.0262856,2.60108,0.535655,-0.015322,
6,passive,45,1065,model2B,1,-564.866,-141.964,1,809,748,185,2.09401,-0.0852233,0.606163,0.645042,0.537155,-0.0663607,
6,passive,45,1065,model2B,2,-569.545,-136.078,0,1200,747,186,-5.77411,-0.240036,0.591567,0.257045,0.51874,-0.0337952,
6,passive,45,1065,model2B,3,-558.801,-146.981,0,1200,745,188,-4.5185,-0.643685,1.04824,0.472504,0.506626,-0.00784085,
6,passive,45,1065,model2B,4,-585.626,-120.807,0,1200,743,190,44.0857,0.0323833,-1.10185,1.14829,0.540709,-0.0226752,
6,passive,45,1065,model3,0,-537.627,-170.202,0,1400,749,184,6.13735,-0.336369,0.0233262,-0.126161,0.194275,0.0670387,0.495326
6,passive,45,1065,model3,1,-565.444,-141.203,0,1400,748,185,-0.729403,0.661203,0.00499486,-0.446239,0.865834,-0.0397362,0.515981
6,passive,45,1065,model3,2,-568.932,-136.336,0,1400,747,186,0.55047,13.3786,0.0383848,-0.0246754,2.55496,-7.46928,0.518058
6,passive,45,1065,model3,3,-559.054,-147.483,0,1400,745,188,3.58724,0.130387,0.0243431,0.106529,-0.23749,0.298125,0.513655
6,passive,45,1065,model3,4,-585.193,-120.541,1,1308,743,190,1.65869,10.4896,0.0306527,-0.0854729,0.0679336,1.41708,0.531862
6,passive,46,1095,model0,0,-529.585,-173.608,1,80,749,184,0.490748,-0.0228815,,,,,
6,passive,46,1095,model0,1,-573.785,-128.522,1,81,748,185,0.52111,-0.0442668,,,,,
6,passive,46,1095,model0,2,-563.677,-137.957,1,77,747,186,0.514582,-0.00881307,,,,,
6,passive,46,1095,model0,3,-554.987,-146.843,1,74,745,188,0.50969,-0.00597326,,,,,
6,passive,46,1095,model0,4,-579.401,-122.741,1,81,743,190,0.527756,-0.0314925,,,,,
6,passive,46,1095,model2B,0,-527.907,-173.487,0,1200,749,184,2389.24,-0.000647089,163.452,0.328444,0.497298,-0.0616116,
6,passive,46,1095,model2B,1,-573.155,-128.342,0,1200,748,185,-431.338,0.00348012,-8.68998,-0.221248,0.510866,-0.0551133,
6,passive,46,1095,model2B,2,-559.879,-138.712,0,1200,747,186,-4.32854,0.90161,-7.4558,0.067177,0.512604,-0.0491131,
6,passive,46,1095,model2B,3,-553.787,-146.617,0,1200,745,188,743.955,0.00204664,-32.9828,-0.274135,0.506586,-0.0313378,
6,passive,46,1095,model2B,4,-576.657,-122.199,0,1200,743,190,-3.48579,1.12149,-6.606,-0.0409156,0.524283,-0.0630889,
6,passive,46,1095,model3,0,-526.75,-173.548,1,1174,749,184,-4.59391,0.297691,0.0717028,0.386892,-0.880131,0.000811407,0.487659
6,passive,46,1095,model3,1,-571.462,-127.823,0,1400,748,185,-61.7221,0.146318,0.045287,-0.311126,1.59635,-0.026099,0.519452
6,passive,46,1095,model3,2,-559.263,-139.635,1,1216,747,186,40.4965,0.0965134,0.0153939,-1.09327,-0.99073,1.03615,0.488407
6,passive,46,1095,model3,3,-553.058,-145.55,0,1400,745,188,0.127084,2.90282,0.0583778,5.52831,-5.5607,5.14648,0.507885
6,passive,46,1095,model3,4,-576.642,-122.114,0,1400,743,190,-1.95384,1.84545,0.0602899,-0.0610423,3.09445,-1.44854,0.525111
6,passive,47,1125,model0,0,-582.953,-184.03,1,147,749,184,0.526959,-0.0329744,,,,,
6,passive,47,1125,model0,1,-627.254,-138.684,1,90,748,185,0.559707,-0.0500628,,,,,
6,passive,47,1125,model0,2,-603.957,-161.468,1,100,747,186,0.543159,-0.0326032,,,,,
6,passive,47,1125,model0,3,-618.991,-146.743,1,83,745,188,0.555412,-0.0199876,,,,,
6,passive,47,1125,model0,4,-625.339,-140.397,1,85,743,190,0.561391,-0.0393066,,,,,
6,passive,47,1125,model2B,0,-581.165,-183.855,0,1200,749,184,-4.55623,1.15618,-21.1884,-0.054342,0.524683,-0.0573655,
6,passive,47,1125,model2B,1,-627.209,-138.69,0,1200,748,185,70.22,0.0036521,-0.0992573,27.6212,1.95194,-0.0506282,
6,passive,47,1125,model2B,2,-603.015,-162.397,0,1200,747,186,1.40573,-0.0382935,0.705298,1.15887,0.572122,-0.0431436,
6,passive,47,1125,model2B,3,-618.414,-146.558,0,1200,745,188,-29.4027,0.0743598,-2.52223,-0.151085,0.550979,-0.0578165,
6,passive,47,1125,model2B,4,-625.276,-140.43,0,1200,743,190,47.0181,0.026593,-0.163407,-1.48997,0.50297,-0.0411691,
6,passive,47,1125,model3,0,-580.961,-184.334,0,1400,749,184,13.6904,-0.0757458,0.0521159,-0.234662,0.371897,0.0477513,0.521872
6,passive,47,1125,model3,1,-626.093,-137.837,0,1400,748,185,0.234178,3.16789,0.0103634,-0.0704731,1.05155,-4.30493,0.558862
6,passive,47,1125,model3,2,-602.328,-161.299,0,1400,747,186,76.7339,-0.147973,0.0470622,-0.11586,0.361112,0.0199446,0.541984
6,passive,47,1125,model3,3,-615.209,-147.664,0,1400,745,188,-68.9631,-0.0398274,0.0226463,-0.852914,-0.0808253,0.0359865,0.519372
6,passive,47,1125,model3,4,-621.863,-140.845,0,1400,743,190,-64.789,-0.0388752,0.00996278,-0.858337,-0.0470152,-0.0115771,0.523506
6,passive,48,1155,model0,0,-596.772,-177.035,1,85,749,184,0.53674,-0.0393731,,,,,
6,passive,48,1155,model0,1,-627.044,-146.279,1,115,748,185,0.559512,-0.0522769,,,,,
6,passive,48,1155,model0,2,-611.186,-161.815,1,99,747,186,0.548362,-0.042616,,,,,
6,passive,48,1155,model0,3,-622.576,-151.041,1,79,745,188,0.558057,-0.0137866,,,,,
6,passive,48,1155,model0,4,-631.47,-141.818,1,90,743,190,0.566025,-0.0313716,,,,,
6,passive,48,1155,model2B,0,-596.595,-176.823,0,1200,749,184,-27.4396,0.0411528,0.153055,-3.52365,0.398825,-0.0364411,
6,passive,48,1155,model2B,1,-626.594,-146.38,0,1200,748,185,-69.6596,-0.00526929,-0.0198666,-320.483,-16.2901,-0.052512,
6,passive,48,1155,model2B,2,-610.408,-162.254,0,1200,747,186,34.1528,0.0516495,0.182336,-8.09503,0.210225,-0.0384063,
6,passive,48,1155,model2B,3,-622.123,-151.209,0,1200,745,188,-8.43088,0.0580481,0.126262,-4.75582,0.503525,-0.00728023,
6,passive,48,1155,model2B,4,-631.376,-141.605,0,1200,743,190,-58.849,0.00266169,0.0799574,-71.0113,-1.67603,-0.0314405,
6,passive,48,1155,model3,0,-594.857,-178.721,0,1400,749,184,13.3866,-1.72688,0.00518464,0.895315,-1.19524,-0.127977,0.535378
6,passive,48,1155,model3,1,-626.996,-146.161,0,1400,748,185,140.661,-2.26537,-0.052131,2.46406,-4.36985,-0.00222074,0.559203
6,passive,48,1155,model3,2,-609.524,-161.943,1,1316,747,186,2.55069,-1.5342,-0.00127455,-0.0180315,-0.343576,1.52178,0.543064
6,passive,48,1155,model3,3,-622.018,-151.077,0,1400,745,188,-0.792299,-0.419612,0.0199446,-0.138469,-0.0762497,0.447167,0.552449
6,passive,48,1155,model3,4,-631.291,-141.476,0,1400,743,190,16.8946,-0.460886,-0.0101948,-0.335345,0.778363,0.0337372,0.565913
6,passive,49,1185,model0,0,-530.892,-160.845,1,90,749,184,0.491591,-0.0414955,,,,,
6,passive,49,1185,model0,1,-551.829,-139.86,1,159,748,185,0.506011,-0.0566135,,,,,
6,passive,49,1185,model0,2,-554.71,-135.992,1,128,747,186,0.508489,-0.0277869,,,,,
6,passive,49,1185,model0,3,-552.26,-139.495,1,175,745,188,0.507853,-0.00812971,,,,,
6,passive,49,1185,model0,4,-569.774,-121.543,1,163,743,190,0.52099,-0.0299383,,,,,
6,passive,49,1185,model2B,0,-530.636,-160.879,0,1200,749,184,10.8714,-0.206205,-0.158418,-0.0563916,0.489056,-0.0309261,
6,passive,49,1185,model2B,1,-551.244,-140.094,0,1200,748,185,23.3895,0.163843,1.95744,-0.412741,0.482008,-0.0291706,
6,passive,49,1185,model2B,2,-554.608,-136.009,0,1200,747,186,-1.31722,-0.119252,-0.0856574,0.0563484,0.509854,-0.0202348,
6,passive,49,1185,model2B,3,-551.74,-139.832,0,1200,745,188,-72.3269,0.0213126,1.6658,-1.30008,0.497513,0.00430769,
6,passive,49,1185,model2B,4,-569.774,-121.54,1,264,743,190,4.43224,-0.000802333,0.0321756,0.605539,0.539094,-0.0299649,
6,passive,49,1185,model3,0,-530.22,-161.911,0,1400,749,184,-11.0226,-0.0608509,-0.00119569,-0.193784,0.0895098,-0.0523444,0.486677
6,passive,49,1185,model3,1,-551.378,-139.941,0,1400,748,185,-1.10203,0.0619258,-0.0728797,0.31255,-0.874777,-0.0972052,0.505331
6,passive,49,1185,model3,2,-553.162,-137.241,0,1400,747,186,1.72631,-1.25766,0.00853944,-1.27646,2.23725,-0.303798,0.499576
6,passive,49,1185,model3,3,-552.033,-139.041,1,1290,745,188,3.62096,0.252034,-0.0103063,-0.0837281,0.172758,0.581248,0.507476
6,passive,49,1185,model3,4,-569.439,-121.231,0,1400,743,190,8.10869,-1.42863,-0.0230485,-0.0437169,2.23376,1.24898,0.52078
6,passive,50,1215,model0,0,-543.703,-148.251,1,88,749,184,0.500059,-0.039483,,,,,
6,passive,50,1215,model0,1,-556.998,-135.497,1,93,748,185,0.509526,-0.0533084,,,,,
6,passive,50,1215,model0,2,-545.94,-146.264,1,81,747,186,0.502548,-0.0146538,,,,,
6,passive,50,1215,model0,3,-550.99,-141.308,1,78,745,188,0.506921,-0.0115925,,,,,
6,passive,50,1215,model0,4,-566.375,-125.685,1,88,743,190,0.518612,-0.0365215,,,,,
6,passive,50,1215,model2B,0,-543.614,-148.104,0,1200,749,184,-16.3773,0.000497192,-0.600248,41.4604,2.14364,-0.0398273,
6,passive,50,1215,model2B,1,-556.673,-135.552,0,1200,748,185,20.1748,-0.00108968,1.15773,20.0754,1.56926,-0.0535927,
6,passive,50,1215,model2B,2,-545.833,-146.12,1,688,747,186,4.89191,-0.00035002,0.442517,92.0725,1.84845,-0.014716,
6,passive,50,1215,model2B,3,-550.845,-141.457,0,1200,745,188,-8.25796,-0.000599391,0.216062,51.8818,0.999066,-0.00956939,
6,passive,50,1215,model2B,4,-566.112,-125.676,0,1200,743,190,1.92443,-0.000385997,0.257249,220.823,8.51936,-0.0362942,
6,passive,50,1215,model3,0,-542.953,-149.676,0,1400,749,184,15.7659,-0.000732652,0.00710754,-0.10747,0.00595628,0.00103509,0.497458
6,passive,50,1215,model3,1,-556.853,-135.94,1,476,748,185,-3.11579,3.64102e-05,-0.0743818,-0.0241196,0.000439983,-7.08186e-05,0.508911
6,passive,50,1215,model3,2,-545.785,-146.509,1,438,747,186,-2.84598,-0.00027927,0.00761258,-0.0461164,0.000337987,2.66287e-05,0.501839
6,passive,50,1215,model3,3,-550.932,-141.504,1,404,745,188,3.42608,-0.000108513,-0.0246399,0.00698208,-0.000729619,-0.0001172,0.50671
6,passive,50,1215,model3,4,-566.375,-125.685,1,468,743,190,4.82543,-0.000264256,-0.0367772,-0.035527,-0.00134605,0.000123224,0.518582
6,passive,51,1245,model0,0,-542.086,-159.331,1,84,749,184,0.498957,-0.0393367,,,,,
6,passive,51,1245,model0,1,-580.016,-121.575,1,123,748,185,0.525454,-0.0488501,,,,,
6,passive,51,1245,model0,2,-552.328,-148.856,1,75,747,186,0.506838,-0.0186825,,,,,
6,passive,51,1245,model0,3,-564.895,-136.243,1,85,745,188,0.516498,-0.017823,,,,,
6,passive,51,1245,model0,4,-560.932,-139.91,1,89,743,190,0.514833,-0.0436601,,,,,
6,passive,51,1245,model2B,0,-541.588,-159.626,1,1035,749,184,30.4025,-0.0244108,1.32104,0.761695,0.528667,-0.0574776,
6,passive,51,1245,model2B,1,-579.375,-121.739,0,1200,748,185,106.878,0.0543912,-1.51296,32.5469,2.10881,-0.049383,
6,passive,51,1245,model2B,2,-551.787,-148.947,0,1200,747,186,-7.63272,-0.00804041,0.315642,13.1196,0.753954,-0.0204437,
6,passive,51,1245,model2B,3,-564.49,-136.232,0,1200,745,188,-13.2094,-0.0250319,0.213502,5.47216,0.608209,-0.0200277,
6,passive,51,1245,model2B,4,-560.784,-139.634,0,1200,743,190,1008.28,-4.13056e-06,56.2825,71.9873,3.6073,-0.0431065,
6,passive,51,1245,model3,0,-541.167,-161.234,0,1400,749,184,-26.5855,0.13897,0.0151327,0.00561155,-0.422426,-0.063018,0.498291
6,passive,51,1245,model3,1,-579.917,-121.86,0,1400,748,185,29.7194,-0.0777801,-0.0678887,-0.0642256,0.0625243,0.0228686,0.525322
6,passive,51,1245,model3,2,-552.295,-148.908,0,1400,747,186,2.5691,0.0100766,-0.00967155,-0.342699,0.625594,-0.0159114,0.506684
