t_ms,r_sd_mean,r_sd_sem,t_sd,p_sd,p_sd_fdr,r_mean_mean,r_mean_sem,t_mean,p_mean,p_mean_fdr
1556,-0.1917,0.1129,-1.698,0.947,0.9881,0.2794,0.1086,2.573,0.009313,0.01391
1558,-0.1848,0.1129,-1.637,0.941,0.9881,0.2836,0.1108,2.559,0.009589,0.01424
1560,-0.1794,0.1126,-1.594,0.9363,0.9881,0.2869,0.1128,2.543,0.009922,0.0147
1562,-0.1757,0.1122,-1.566,0.9331,0.9881,0.2895,0.1146,2.526,0.0103,0.0152
1564,-0.1735,0.1119,-1.551,0.9313,0.9881,0.2913,0.1162,2.507,0.01071,0.01557
1566,-0.1724,0.1116,-1.544,0.9305,0.9881,0.2922,0.1174,2.488,0.01114,0.01612
1568,-0.1717,0.1113,-1.543,0.9304,0.9881,0.2921,0.1183,2.469,0.0116,0.01669
1570,-0.1714,0.1106,-1.549,0.9311,0.9881,0.291,0.1188,2.449,0.0121,0.01731
1572,-0.1714,0.1096,-1.564,0.9328,0.9881,0.2887,0.1189,2.427,0.01266,0.01799
1574,-0.1719,0.1084,-1.586,0.9354,0.9881,0.2853,0.1187,2.402,0.01333,0.01883
1576,-0.1725,0.1069,-1.614,0.9385,0.9881,0.2807,0.1183,2.373,0.01418,0.01989
1578,-0.1728,0.1054,-1.64,0.9413,0.9881,0.2751,0.1177,2.337,0.01527,0.02133
1580,-0.1719,0.1039,-1.655,0.9428,0.9881,0.2689,0.1172,2.295,0.01666,0.02306
1582,-0.169,0.1026,-1.648,0.9421,0.9881,0.2625,0.1168,2.249,0.0183,0.02506
1584,-0.1635,0.1015,-1.61,0.9381,0.9881,0.2566,0.1165,2.203,0.02007,0.02729
1586,-0.1551,0.101,-1.536,0.9295,0.9881,0.2514,0.1162,2.163,0.02176,0.02922
1588,-0.1441,0.101,-1.427,0.9151,0.9881,0.2471,0.116,2.13,0.02323,0.0307
1590,-0.131,0.1017,-1.289,0.8935,0.9881,0.2437,0.1157,2.106,0.02438,0.03195
1592,-0.1167,0.1028,-1.134,0.8646,0.9881,0.2409,0.1154,2.088,0.02526,0.03285
1594,-0.1019,0.1043,-0.9766,0.8295,0.9881,0.2387,0.1151,2.074,0.02594,0.03361
1596,-0.08728,0.1058,-0.8253,0.7903,0.9881,0.2368,0.1148,2.062,0.02656,0.03429
1598,-0.07328,0.1069,-0.6852,0.7492,0.9881,0.235,0.1146,2.05,0.02721,0.03492
1600,-0.06002,0.1077,-0.5571,0.708,0.9881,0.2332,0.1146,2.035,0.028,0.03583
1602,-0.04755,0.108,-0.4401,0.6676,0.9881,0.2312,0.1146,2.017,0.029,0.03699
1604,-0.03586,0.1078,-0.3325,0.6284,0.9881,0.2289,0.1147,1.996,0.03026,0.03832
1606,-0.02501,0.1071,-0.2335,0.5911,0.9881,0.2264,0.115,1.97,0.03182,0.0401
1608,-0.01541,0.1058,-0.1456,0.5571,0.9881,0.2236,0.1153,1.939,0.03372,0.04224
1610,-0.007833,0.1041,-0.07525,0.5296,0.9881,0.2204,0.1157,1.906,0.03598,0.04479
1612,-0.002787,0.1024,-0.02722,0.5107,0.9881,0.217,0.1161,1.869,0.03859,0.04776
1614,0.0009672,0.1017,0.009509,0.4963,0.9881,0.2133,0.1166,1.829,0.04157,0.05089
1616,0.005607,0.1025,0.05468,0.4785,0.9881,0.2092,0.1171,1.788,0.04491,0.05471
1618,0.01169,0.1044,0.112,0.456,0.9881,0.2049,0.1175,1.745,0.04861,0.05882
1620,0.0182,0.1067,0.1706,0.4332,0.9881,0.2002,0.1178,1.7,0.05269,0.0634
1622,0.02387,0.1088,0.2194,0.4143,0.9881,0.1952,0.118,1.655,0.05719,0.06834
1624,0.02788,0.1105,0.2523,0.4018,0.9881,0.1898,0.118,1.608,0.06213,0.0739
1626,0.02991,0.1116,0.2679,0.3958,0.9881,0.1841,0.1179,1.561,0.06757,0.07983
1628,0.03006,0.112,0.2683,0.3957,0.9881,0.178,0.1177,1.512,0.07352,0.08662
1630,0.02876,0.1117,0.2574,0.3998,0.9881,0.1717,0.1174,1.462,0.08,0.09363
1632,0.02652,0.1106,0.2397,0.4066,0.9881,0.1652,0.117,1.413,0.08697,0.1012
1634,0.02376,0.1089,0.2181,0.4148,0.9881,0.1588,0.1164,1.363,0.09434,0.1091
1636,0.02055,0.1067,0.1926,0.4247,0.9881,0.1524,0.1159,1.316,0.102,0.1173
1638,0.0166,0.1042,0.1593,0.4376,0.9881,0.1464,0.1153,1.27,0.1097,0.1256
1640,0.01153,0.1018,0.1133,0.4555,0.9881,0.1409,0.1147,1.228,0.1172,0.1337
1642,0.005205,0.09958,0.05227,0.4794,0.9881,0.136,0.1142,1.191,0.1242,0.141
1644,-0.001954,0.09785,-0.01997,0.5079,0.9881,0.1319,0.1138,1.159,0.1304,0.1472
1646,-0.009111,0.09659,-0.09432,0.5371,0.9881,0.1288,0.1135,1.135,0.1353,0.1522
1648,-0.01563,0.09557,-0.1635,0.5641,0.9881,0.1267,0.1133,1.118,0.1387,0.1556
1650,-0.02161,0.09447,-0.2288,0.5892,0.9881,0.1257,0.1132,1.111,0.1403,0.1571
1652,-0.02772,0.0931,-0.2977,0.6154,0.9881,0.1259,0.1131,1.113,0.1399,0.1568
1654,-0.03456,0.09142,-0.378,0.6452,0.9881,0.1272,0.1131,1.124,0.1375,0.1546
1656,-0.04246,0.08946,-0.4746,0.6798,0.9881,0.1296,0.1131,1.145,0.1331,0.1499
1658,-0.05153,0.08732,-0.5901,0.719,0.9881,0.1331,0.1131,1.177,0.1269,0.1438
1660,-0.0618,0.08511,-0.7261,0.7617,0.9881,0.1377,0.113,1.218,0.1191,0.1355
1662,-0.07338,0.08296,-0.8845,0.8063,0.9881,0.1433,0.1129,1.269,0.1098,0.1256
1664,-0.08648,0.08109,-1.066,0.8502,0.9881,0.15,0.1127,1.331,0.09952,0.1145
1666,-0.1013,0.07995,-1.267,0.8897,0.9881,0.1577,0.1125,1.402,0.08851,0.1028
1668,-0.1173,0.08013,-1.464,0.9202,0.9881,0.1664,0.1122,1.483,0.07719,0.0906
1670,-0.1331,0.08174,-1.628,0.94,0.9881,0.1762,0.112,1.574,0.06604,0.0781
1672,-0.1469,0.08385,-1.752,0.952,0.9881,0.1868,0.1118,1.671,0.05559,0.06656
1674,-0.1586,0.08537,-1.858,0.9606,0.9881,0.1981,0.1119,1.77,0.04635,0.05624
1676,-0.1694,0.08603,-1.969,0.9682,0.9881,0.2095,0.1122,1.867,0.03872,0.04782
1678,-0.1803,0.08636,-2.088,0.9747,0.9881,0.2205,0.1128,1.954,0.0328,0.04129
1680,-0.1913,0.08711,-2.196,0.9796,0.9881,0.2305,0.1137,2.028,0.02843,0.03634
1682,-0.2017,0.0886,-2.276,0.9827,0.9881,0.2393,0.1146,2.088,0.02524,0.03285
1684,-0.211,0.09062,-2.328,0.9844,0.9881,0.2467,0.1153,2.139,0.02282,0.03025
1686,-0.2191,0.09282,-2.36,0.9855,0.9881,0.2531,0.1158,2.186,0.02078,0.02814
1688,-0.2261,0.09501,-2.379,0.986,0.9881,0.259,0.1158,2.236,0.01878,0.02568
1690,-0.2319,0.09714,-2.387,0.9862,0.9881,0.2647,0.1153,2.297,0.01658,0.023
1692,-0.2367,0.09924,-2.386,0.9862,0.9881,0.2708,0.114,2.375,0.01412,0.01982
1694,-0.2407,0.1014,-2.374,0.9859,0.9881,0.2773,0.1123,2.47,0.01157,0.01666
1696,-0.2439,0.1037,-2.353,0.9852,0.9881,0.284,0.1102,2.577,0.009238,0.01381
1698,-0.2465,0.1062,-2.322,0.9843,0.9881,0.2903,0.1082,2.684,0.007336,0.01135
1700,-0.2484,0.1088,-2.282,0.9829,0.9881,0.296,0.1063,2.786,0.005891,0.009404
1702,-0.249,0.1116,-2.231,0.981,0.9881,0.3009,0.1046,2.876,0.004833,0.007917
1704,-0.2474,0.1142,-2.167,0.9784,0.9881,0.3049,0.1032,2.955,0.004069,0.006883
1706,-0.2425,0.1162,-2.088,0.9748,0.9881,0.3081,0.102,3.019,0.003527,0.006064
1708,-0.2338,0.1172,-1.995,0.9697,0.9881,0.3106,0.1012,3.07,0.003152,0.005479
1710,-0.2216,0.1174,-1.887,0.9628,0.9881,0.3125,0.1006,3.106,0.002906,0.005101
1712,-0.2071,0.1171,-1.768,0.9535,0.9881,0.3136,0.1002,3.129,0.002762,0.004922
1714,-0.1913,0.1165,-1.642,0.9415,0.9881,0.3141,0.1001,3.139,0.0027,0.004841
1716,-0.175,0.1156,-1.513,0.9267,0.9881,0.314,0.1,3.138,0.002706,0.004841
1718,-0.1589,0.1145,-1.388,0.9094,0.9881,0.3132,0.1001,3.128,0.002769,0.004924
1720,-0.1436,0.1129,-1.272,0.8906,0.9881,0.3119,0.1003,3.11,0.002883,0.005078
1722,-0.1294,0.1107,-1.169,0.8715,0.9881,0.3101,0.1005,3.086,0.003039,0.005318
1724,-0.116,0.1076,-1.078,0.8526,0.9881,0.308,0.1007,3.059,0.003228,0.005605
1726,-0.102,0.1031,-0.9889,0.8324,0.9881,0.3059,0.1009,3.03,0.003441,0.005933
1728,-0.08496,0.09728,-0.8733,0.8033,0.9881,0.3039,0.1012,3.002,0.003665,0.006276
1730,-0.0651,0.09269,-0.7023,0.7545,0.9881,0.3023,0.1016,2.975,0.003888,0.006603
1732,-0.05081,0.09214,-0.5515,0.7061,0.9881,0.3012,0.1021,2.951,0.004098,0.006922
1734,-0.047,0.09332,-0.5037,0.6899,0.9881,0.3008,0.1026,2.931,0.004289,0.007196
1736,-0.05036,0.09428,-0.5341,0.7003,0.9881,0.3011,0.1033,2.913,0.00446,0.007443
1738,-0.05672,0.09439,-0.6009,0.7225,0.9881,0.3018,0.1042,2.898,0.004614,0.00764
1740,-0.0644,0.09362,-0.6879,0.7501,0.9881,0.3028,0.105,2.883,0.00476,0.007828
1742,-0.07353,0.09241,-0.7957,0.782,0.9881,0.3032,0.1057,2.869,0.004907,0.008029
1744,-0.08447,0.09122,-0.926,0.817,0.9881,0.3021,0.1059,2.853,0.005088,0.008292
1746,-0.09713,0.09033,-1.075,0.8521,0.9881,0.2991,0.1058,2.828,0.005372,0.008687
1748,-0.1111,0.0899,-1.235,0.8841,0.9881,0.2949,0.1057,2.789,0.005844,0.009342
1750,-0.1256,0.09005,-1.395,0.9105,0.9881,0.2909,0.1062,2.739,0.006518,0.01021
1752,-0.1401,0.0908,-1.543,0.9303,0.9881,0.2881,0.1072,2.687,0.0073,0.01131
1754,-0.1537,0.09207,-1.669,0.9442,0.9881,0.2868,0.1086,2.641,0.008058,0.0123
1756,-0.1656,0.09376,-1.766,0.9533,0.9881,0.2867,0.11,2.606,0.008687,0.01316
1758,-0.175,0.09571,-1.829,0.9584,0.9881,0.2876,0.1114,2.582,0.009132,0.01372
1760,-0.1811,0.09782,-1.852,0.9602,0.9881,0.2892,0.1125,2.57,0.009381,0.01398
1762,-0.1826,0.09999,-1.826,0.9582,0.9881,0.2913,0.1135,2.566,0.00945,0.01405
1764,-0.1776,0.1022,-1.737,0.9507,0.9881,0.2936,0.1142,2.57,0.009365,0.01397
1766,-0.1655,0.1047,-1.58,0.9347,0.9881,0.2962,0.1147,2.581,0.009155,0.01374
1768,-0.1506,0.107,-1.407,0.9122,0.9881,0.2988,0.1151,2.597,0.008847,0.01339
1770,-0.1349,0.1084,-1.245,0.8858,0.9881,0.3016,0.1152,2.618,0.008462,0.01287
1772,-0.1172,0.1089,-1.076,0.8523,0.9881,0.3045,0.1152,2.643,0.008013,0.01226
1774,-0.09732,0.109,-0.8927,0.8084,0.9881,0.3076,0.1151,2.674,0.007511,0.01159
1776,-0.07677,0.109,-0.7041,0.755,0.9881,0.3111,0.1148,2.709,0.006964,0.01083
1778,-0.05767,0.109,-0.5289,0.6985,0.9881,0.3149,0.1145,2.749,0.006377,0.01003
1780,-0.0414,0.1089,-0.3802,0.646,0.9881,0.3193,0.1142,2.796,0.005758,0.009216
1782,-0.02826,0.1087,-0.26,0.6012,0.9881,0.3243,0.1138,2.85,0.005118,0.00833
1784,-0.01806,0.1083,-0.1667,0.5653,0.9881,0.33,0.1133,2.912,0.004472,0.007453
1786,-0.01062,0.1079,-0.09844,0.5387,0.9881,0.3364,0.1128,2.981,0.00384,0.006539
1788,-0.00578,0.1071,-0.05395,0.5212,0.9881,0.3435,0.1124,3.057,0.003245,0.005626
1790,-0.003435,0.1061,-0.03236,0.5127,0.9881,0.3514,0.112,3.138,0.002707,0.004841
1792,-0.003434,0.1049,-0.03274,0.5129,0.9881,0.36,0.1117,3.223,0.00224,0.004047
1794,-0.005486,0.1035,-0.05299,0.5209,0.9881,0.369,0.1115,3.308,0.001848,0.003377
1796,-0.009076,0.1021,-0.08887,0.5349,0.9881,0.3784,0.1115,3.393,0.001526,0.002831
1798,-0.01359,0.1008,-0.1348,0.5529,0.9881,0.3879,0.1116,3.476,0.001264,0.002362
1800,-0.01858,0.09978,-0.1863,0.5729,0.9881,0.3973,0.1116,3.559,0.001048,0.001978
1802,-0.02393,0.09912,-0.2414,0.5941,0.9881,0.4064,0.1115,3.643,0.0008648,0.001638
1804,-0.02961,0.09894,-0.2993,0.616,0.9881,0.4151,0.1112,3.732,0.0007058,0.001341
1806,-0.03559,0.09917,-0.3589,0.6382,0.9881,0.4234,0.1106,3.829,0.0005656,0.001079
1808,-0.04177,0.09965,-0.4191,0.6601,0.9881,0.4314,0.1096,3.937,0.0004428,0.0008476
1810,-0.04805,0.1002,-0.4794,0.6815,0.9881,0.4391,0.1083,4.055,0.0003382,0.0006503
1812,-0.05443,0.1008,-0.5398,0.7022,0.9881,0.4465,0.1068,4.182,0.0002527,0.0004882
1814,-0.06093,0.1015,-0.6004,0.7223,0.9881,0.4536,0.1051,4.316,0.0001861,0.0003669
1816,-0.06759,0.1022,-0.6611,0.7417,0.9881,0.4603,0.1034,4.453,0.0001365,0.0002725
1818,-0.07445,0.1032,-0.7212,0.7602,0.9881,0.4664,0.1017,4.586,0.0001009,0.0002031
1820,-0.08149,0.1045,-0.7799,0.7775,0.9881,0.4716,0.1001,4.711,7.609e-05,0.0001549
1822,-0.08868,0.1061,-0.8361,0.7932,0.9881,0.4757,0.09866,4.821,5.93e-05,0.0001217
1824,-0.0959,0.108,-0.8884,0.8073,0.9881,0.4784,0.09741,4.911,4.847e-05,0.000102
1826,-0.1029,0.1101,-0.9354,0.8193,0.9881,0.4795,0.09641,4.974,4.216e-05,8.979e-05
1828,-0.1095,0.1122,-0.9758,0.8293,0.9881,0.4791,0.09571,5.006,3.926e-05,8.432e-05
1830,-0.1152,0.1143,-1.008,0.8369,0.9881,0.4777,0.09529,5.014,3.857e-05,8.312e-05
1832,-0.1196,0.1162,-1.029,0.8419,0.9881,0.476,0.09502,5.01,3.891e-05,8.371e-05
1834,-0.1222,0.1175,-1.039,0.8442,0.9881,0.4743,0.09481,5.003,3.949e-05,8.468e-05
1836,-0.1225,0.1183,-1.035,0.8433,0.9881,0.4728,0.09462,4.997,4.006e-05,8.574e-05
1838,-0.1203,0.1185,-1.015,0.8386,0.9881,0.4713,0.09445,4.99,4.068e-05,8.693e-05
1840,-0.1153,0.1181,-0.976,0.8293,0.9881,0.4698,0.09434,4.98,4.161e-05,8.876e-05
1842,-0.1078,0.1175,-0.9174,0.8148,0.9881,0.4681,0.09433,4.963,4.319e-05,9.165e-05
1844,-0.09898,0.1171,-0.8454,0.7958,0.9881,0.4662,0.09445,4.936,4.584e-05,9.679e-05
1846,-0.09052,0.117,-0.7735,0.7756,0.9881,0.464,0.09476,4.896,5.014e-05,0.0001046
1848,-0.08402,0.1172,-0.7167,0.7589,0.9881,0.4614,0.09532,4.84,5.684e-05,0.0001176
1850,-0.08044,0.1174,-0.6851,0.7492,0.9881,0.4585,0.09616,4.768,6.687e-05,0.0001368
1852,-0.0803,0.1175,-0.6834,0.7487,0.9881,0.4555,0.09729,4.682,8.12e-05,0.000165
1854,-0.08383,0.1176,-0.7129,0.7577,0.9881,0.4526,0.09866,4.587,0.0001006,0.0002027
1856,-0.0904,0.118,-0.7664,0.7736,0.9881,0.45,0.1002,4.492,0.0001249,0.0002502
1858,-0.09725,0.1184,-0.8211,0.7891,0.9881,0.4478,0.1017,4.402,0.0001531,0.0003042
1860,-0.101,0.118,-0.8562,0.7987,0.9881,0.4463,0.1032,4.324,0.0001827,0.0003608
1862,-0.1022,0.1163,-0.8788,0.8048,0.9881,0.4455,0.1045,4.262,0.0002108,0.0004136
1864,-0.1032,0.1138,-0.9066,0.812,0.9881,0.4453,0.1056,4.216,0.0002342,0.0004567
1866,-0.1055,0.1111,-0.9501,0.823,0.9881,0.4456,0.1065,4.186,0.0002507,0.0004858
1868,-0.1097,0.1082,-1.014,0.8383,0.9881,0.4466,0.1071,4.171,0.000259,0.0004991
1870,-0.1157,0.1054,-1.098,0.8571,0.9881,0.4481,0.1074,4.171,0.0002591,0.0004991
1872,-0.1234,0.1028,-1.2,0.8776,0.9881,0.45,0.1076,4.184,0.0002517,0.000487
1874,-0.1323,0.1007,-1.314,0.8977,0.9881,0.4524,0.1075,4.208,0.000238,0.0004635
1876,-0.1418,0.09915,-1.43,0.9155,0.9881,0.4552,0.1073,4.243,0.0002198,0.0004299
1878,-0.1515,0.09839,-1.539,0.9299,0.9881,0.4584,0.1069,4.288,0.0001985,0.0003908
1880,-0.1609,0.09837,-1.636,0.9408,0.9881,0.462,0.1064,4.342,0.0001757,0.0003474
1882,-0.1698,0.09899,-1.715,0.9487,0.9881,0.4658,0.1058,4.404,0.0001525,0.0003035
1884,-0.1779,0.1001,-1.778,0.9543,0.9881,0.4698,0.105,4.474,0.0001299,0.0002598
1886,-0.1851,0.1014,-1.827,0.9582,0.9881,0.4741,0.1041,4.553,0.0001087,0.0002184
1888,-0.1912,0.1026,-1.863,0.961,0.9881,0.4784,0.1031,4.64,8.924e-05,0.0001811
1890,-0.1962,0.1038,-1.89,0.963,0.9881,0.4829,0.102,4.735,7.197e-05,0.0001467
1892,-0.1999,0.1046,-1.911,0.9644,0.9881,0.4875,0.1007,4.839,5.704e-05,0.0001179
1894,-0.2027,0.1052,-1.927,0.9655,0.9881,0.4922,0.09944,4.949,4.452e-05,9.416e-05
1896,-0.2045,0.1054,-1.94,0.9663,0.9881,0.4971,0.09812,5.066,3.433e-05,7.457e-05
1898,-0.2058,0.1055,-1.95,0.967,0.9881,0.5021,0.09682,5.186,2.629e-05,5.745e-05
1900,-0.2066,0.1055,-1.958,0.9675,0.9881,0.5074,0.0956,5.307,2.012e-05,4.435e-05
1902,-0.2072,0.1057,-1.961,0.9676,0.9881,0.5128,0.09451,5.425,1.551e-05,3.438e-05
1904,-0.2074,0.1061,-1.954,0.9672,0.9881,0.5183,0.0936,5.537,1.216e-05,2.713e-05
1906,-0.2061,0.1068,-1.931,0.9657,0.9881,0.5239,0.09291,5.638,9.755e-06,2.185e-05
1908,-0.2025,0.1073,-1.887,0.9627,0.9881,0.5295,0.09247,5.727,8.056e-06,1.815e-05
1910,-0.1966,0.1077,-1.826,0.9582,0.9881,0.5353,0.09227,5.802,6.851e-06,1.557e-05
1912,-0.1892,0.1079,-1.754,0.9522,0.9881,0.5413,0.09228,5.866,5.979e-06,1.361e-05
1914,-0.1815,0.1081,-1.679,0.9453,0.9881,0.5473,0.09245,5.92,5.326e-06,1.217e-05
1916,-0.174,0.1083,-1.606,0.9377,0.9881,0.5533,0.09272,5.967,4.813e-06,1.102e-05
1918,-0.1668,0.1085,-1.538,0.9298,0.9881,0.5592,0.09304,6.011,4.39e-06,1.011e-05
1920,-0.1601,0.1085,-1.476,0.9218,0.9881,0.5649,0.09335,6.051,4.028e-06,9.307e-06
1922,-0.1538,0.1083,-1.419,0.914,0.9881,0.5702,0.09363,6.09,3.708e-06,8.598e-06
1924,-0.1476,0.108,-1.367,0.9061,0.9881,0.5752,0.09384,6.129,3.419e-06,7.958e-06
1926,-0.1414,0.1075,-1.316,0.898,0.9881,0.5796,0.09398,6.167,3.156e-06,7.375e-06
1928,-0.1351,0.1069,-1.264,0.8892,0.9881,0.5835,0.09404,6.204,2.918e-06,6.83e-06
1930,-0.1286,0.1064,-1.209,0.8793,0.9881,0.5868,0.09403,6.241,2.702e-06,6.349e-06
1932,-0.1222,0.1061,-1.152,0.8681,0.9881,0.5896,0.09394,6.277,2.508e-06,5.949e-06
1934,-0.1163,0.1062,-1.095,0.8565,0.9881,0.5919,0.09379,6.311,2.335e-06,5.582e-06
1936,-0.1114,0.1064,-1.047,0.8459,0.9881,0.5937,0.0936,6.343,2.183e-06,5.245e-06
1938,-0.1079,0.1066,-1.011,0.8377,0.9881,0.5951,0.09336,6.374,2.049e-06,4.945e-06
1940,-0.1057,0.1068,-0.9899,0.8327,0.9881,0.596,0.09309,6.402,1.933e-06,4.673e-06
1942,-0.1045,0.1067,-0.98,0.8303,0.9881,0.5965,0.09281,6.428,1.832e-06,4.454e-06
1944,-0.1041,0.1064,-0.9779,0.8298,0.9881,0.5968,0.0925,6.451,1.744e-06,4.259e-06
1946,-0.1039,0.106,-0.9798,0.8303,0.9881,0.5967,0.09219,6.473,1.67e-06,4.092e-06
1948,-0.1037,0.1055,-0.983,0.831,0.9881,0.5965,0.09188,6.492,1.606e-06,3.975e-06
1950,-0.1035,0.105,-0.9858,0.8317,0.9881,0.596,0.09157,6.508,1.551e-06,3.848e-06
1952,-0.1031,0.1044,-0.9874,0.8321,0.9881,0.5953,0.09127,6.523,1.506e-06,3.741e-06
1954,-0.1024,0.1037,-0.9875,0.8321,0.9881,0.5946,0.09097,6.536,1.467e-06,3.653e-06
1956,-0.1017,0.1031,-0.9861,0.8318,0.9881,0.5937,0.09069,6.546,1.435e-06,3.58e-06
1958,-0.1008,0.1025,-0.9836,0.8312,0.9881,0.5928,0.09043,6.556,1.408e-06,3.528e-06
1960,-0.09987,0.1019,-0.9802,0.8303,0.9881,0.5919,0.09018,6.563,1.386e-06,3.48e-06
1962,-0.09891,0.1013,-0.9762,0.8294,0.9881,0.5909,0.08995,6.569,1.369e-06,3.449e-06
1964,-0.09797,0.1008,-0.9719,0.8283,0.9881,0.59,0.08974,6.575,1.354e-06,3.42e-06
1966,-0.09706,0.1003,-0.9675,0.8273,0.9881,0.5891,0.08955,6.579,1.343e-06,3.399e-06
1968,-0.0962,0.09987,-0.9632,0.8262,0.9881,0.5882,0.08937,6.582,1.334e-06,3.383e-06
1970,-0.0954,0.09947,-0.9591,0.8252,0.9881,0.5874,0.08922,6.584,1.328e-06,3.373e-06
1972,-0.09468,0.09912,-0.9552,0.8243,0.9881,0.5867,0.08908,6.586,1.323e-06,3.367e-06
1974,-0.09403,0.0988,-0.9517,0.8234,0.9881,0.586,0.08896,6.588,1.319e-06,3.365e-06
1976,-0.09345,0.09852,-0.9486,0.8226,0.9881,0.5854,0.08885,6.589,1.316e-06,3.365e-06
1978,-0.09294,0.09827,-0.9458,0.8219,0.9881,0.5848,0.08876,6.589,1.314e-06,3.365e-06
1980,-0.0925,0.09805,-0.9434,0.8213,0.9881,0.5843,0.08868,6.59,1.313e-06,3.365e-06
1982,-0.09212,0.09786,-0.9413,0.8208,0.9881,0.5839,0.08861,6.59,1.312e-06,3.365e-06
1984,-0.0918,0.0977,-0.9396,0.8204,0.9881,0.5835,0.08855,6.59,1.312e-06,3.365e-06
1986,-0.09152,0.09756,-0.9381,0.82,0.9881,0.5832,0.0885,6.59,1.312e-06,3.365e-06
1988,-0.09129,0.09744,-0.9369,0.8197,0.9881,0.5829,0.08846,6.59,1.312e-06,3.365e-06
1990,-0.09111,0.09734,-0.936,0.8195,0.9881,0.5827,0.08842,6.59,1.312e-06,3.365e-06
1992,-0.09095,0.09725,-0.9352,0.8193,0.9881,0.5825,0.08839,6.59,1.312e-06,3.365e-06
1994,-0.09082,0.09718,-0.9346,0.8191,0.9881,0.5823,0.08837,6.59,1.312e-06,3.365e-06
1996,-0.09072,0.09712,-0.9341,0.819,0.9881,0.5822,0.08835,6.59,1.312e-06,3.365e-06
1998,-0.09064,0.09708,-0.9337,0.8189,0.9881,0.5821,0.08833,6.59,1.312e-06,3.365e-06
