generator,grid,rep,seed,size,member,n_starts_pipeline,n_starts_strong,n_train_concepts,n_test_concepts,pipeline_loglik,strong_loglik,gap,miss,pipeline_converged,pipeline_n_converged,strong_n_converged,starts_at_best,pipeline_heldout,strong_heldout,n_heldout_trials,seconds_pipeline,seconds_strong,pipeline_source,strong_source,strong_batch,challenge_is_skew,n_archived,pipeline_theta,strong_theta
M2H,"{""tau"": 1.0}",2,500002,outer,M2K,8,88,52,12,-10617.188349576787,-10614.753260796011,2.4350887807759136,1,1,8,88,12,-2380.854981412212,-2374.4686420876365,2016,2.0,18.4,cold,extra,extra,1,88,"[2.613922, 0.830451, 1.22862, 0.346273, 0.919959, 0.471011, 0.105288, 1.544131]","[3.011005, 1.144288, 3.149363, 0.160353, 0.906568, 1.740425, -0.124775, -0.632235]"
M2H,"{""tau"": 1.0}",2,500002,outer,M2S,8,88,52,12,-10645.292585823125,-10645.292585822437,6.875779945403337e-10,0,1,8,88,88,-2378.90471448617,-2378.904738343327,2016,42.1,470.1,cold,extra,extra,0,88,"[2.919306, 1.016891, 2.113834, 0.168328, 0.824613, 0.999764, -2.668243]","[2.919307, 1.016892, 2.113833, 0.168328, 0.824613, 0.999763, -2.668239]"
M2H,"{""tau"": 1.0}",2,500002,outer,M3,8,88,52,12,-10804.846260218297,-10804.846260216478,1.8189894035458565e-09,0,1,8,88,88,-2406.2844294470874,-2406.2844654299183,2016,1.0,10.6,cold,extra,extra,0,88,"[1.572494, 0.64121, -0.880079, -2.000617, 3.103863, 0.768315, 0.764314]","[1.572488, 0.641208, -0.880079, -2.000624, 3.10387, 0.768313, 0.764314]"
M2H,"{""tau"": 1.0}",2,500002,outer,M3H,8,88,52,12,-10245.148222645055,-10245.148220118916,2.5261397240683436e-06,0,1,8,88,88,-2347.1051402435346,-2347.104355006221,2016,335.0,3445.6,cold,extra,extra,0,88,"[-0.905925, -17.472948, 0.6474, 2.311349, 1.063776, 2.519093, -0.291, 0.015319]","[-0.905925, -19.454682, 0.647405, 2.31122, 1.063731, 2.519001, -0.291003, 0.015248]"
M2H,"{""tau"": 1.0}",2,500002,outer,M3L,8,88,52,12,-10821.558115525728,-10821.55811421089,1.314838300459087e-06,0,1,8,88,88,-2414.3591948435983,-2414.35953929441,2016,1.7,17.2,cold,extra,extra,0,88,"[-0.871641, -17.465442, 0.649024, 0.839308, 1.070828, 2.356219, -0.278068, -6.858436]","[-0.871642, -19.066195, 0.649019, 0.839261, 1.070832, 2.356197, -0.278074, -6.71569]"
M2H,"{""tau"": 1.0}",2,500002,outer,M3V,8,88,52,12,-10623.524101879006,-10623.524101127567,7.514390745200217e-07,0,1,8,88,88,-2388.193408636478,-2388.1928696881,2016,1.5,14.5,cold,extra,extra,0,88,"[-0.91994, -17.588511, 0.674771, 1.374522, 0.699949, 2.207898, -0.60663, -0.195802]","[-0.919929, -18.659478, 0.674767, 1.374573, 0.699941, 2.207914, -0.606633, -0.195798]"
M2H,"{""tau"": 1.0}",3,500003,inner,M2B,4,84,38,14,-7916.202204888497,-7916.202204888497,0.0,0,1,4,84,84,-2831.440886596551,-2831.440886596551,2352,0.1,2.6,cold,cold,cold:pipeline,0,84,"[2.783153, 1.158752, 1.966052, 0.171938, 0.840428, 0.930581]","[2.783153, 1.158752, 1.966052, 0.171938, 0.840428, 0.930581]"
M2H,"{""tau"": 1.0}",3,500003,inner,M2H,4,84,38,14,-7284.520668337047,-7284.520668336199,8.476490620523691e-10,0,1,4,83,82,-2674.0848306272105,-2674.0848575611085,2352,26.1,541.1,cold,extra,extra,0,84,"[2.933416, 1.650083, 1.97407, 0.159214, 0.755108, 0.971816, 0.060957]","[2.933413, 1.650085, 1.97407, 0.159214, 0.755108, 0.971817, 0.060955]"
M2H,"{""tau"": 1.0}",3,500003,inner,M2K,4,84,38,14,-7869.626907194901,-7868.841024862789,0.7858823321121235,1,1,4,84,16,-2821.3712170037797,-2816.7144079443297,2352,0.7,14.3,cold,challenge,challenge,1,84,"[2.631778, 0.920118, 0.974677, 0.454128, 0.977037, 0.336663, 0.27912, 2.130453]","[3.082718, 1.364085, 3.08891, 0.108066, 0.965046, 1.627645, 0.085275, -0.724408]"
M2H,"{""tau"": 1.0}",3,500003,inner,M2S,4,84,38,14,-7867.634916094894,-7867.634916094199,6.948539521545172e-10,0,1,4,84,84,-2819.934417553914,-2819.9344211969405,2352,13.8,296.1,cold,extra,extra,0,84,"[2.875083, 1.221516, 1.953138, 0.173278, 0.833831, 0.931882, -2.214028]","[2.875084, 1.221518, 1.953137, 0.173278, 0.833831, 0.931882, -2.214031]"
M2H,"{""tau"": 1.0}",3,500003,inner,M3,4,84,38,14,-8003.372574826028,-8003.372574811359,1.4668330550193787e-08,0,1,4,84,84,-2863.5911588310337,-2863.5912908793,2352,0.4,8.7,cold,extra,extra,0,84,"[1.921094, 0.77722, -0.839987, -1.479541, 2.481458, 1.037082, 0.785339]","[1.921088, 0.777216, -0.839985, -1.479543, 2.48146, 1.03708, 0.785338]"
M2H,"{""tau"": 1.0}",3,500003,inner,M3H,4,84,38,14,-7533.134238348397,-7533.134232597473,5.750924174208194e-06,0,1,4,84,84,-2746.208816670939,-2746.207815784275,2352,115.1,2139.4,cold,extra,extra,0,84,"[-0.890261, -16.384771, 0.619525, 2.317665, 1.264556, 2.516376, -0.281273, 0.064011]","[-0.89027, -21.560576, 0.619536, 2.317692, 1.264477, 2.516585, -0.281278, 0.064142]"
M2H,"{""tau"": 1.0}",3,500003,inner,M3L,4,84,38,14,-8008.684635524986,-8008.6846341629225,1.3620638128486462e-06,0,1,4,84,83,-2870.7225583978657,-2870.7231568958027,2352,0.6,12.2,cold,extra,extra,0,84,"[-0.843707, -16.278893, 0.59528, 0.964227, 1.272603, 2.323772, -0.243478, -6.459724]","[-0.843716, -17.995546, 0.595277, 0.964301, 1.272552, 2.32374, -0.243474, -7.282443]"
M2H,"{""tau"": 1.0}",3,500003,inner,M3V,4,84,38,14,-7851.25931182706,-7851.259311388813,4.382463885121979e-07,0,1,4,84,84,-2824.9934843225597,-2824.9934259047996,2352,0.5,10.0,cold,extra,extra,0,84,"[-0.886042, -16.481132, 0.62797, 1.480138, 0.79428, 2.207451, -0.588308, -0.165347]","[-0.886041, -17.194225, 0.627966, 1.480096, 0.794307, 2.207458, -0.588312, -0.16535]"
M2H,"{""tau"": 1.0}",3,500003,outer,M2B,8,88,52,12,-10745.430588064375,-10745.430588064311,6.366462912410498e-11,0,1,8,88,87,-2431.0857030303564,-2431.085703494239,2016,0.3,3.6,cold,extra,extra,0,88,"[2.826577, 1.120222, 2.00672, 0.164363, 0.832364, 0.954313]","[2.826577, 1.120222, 2.00672, 0.164363, 0.832364, 0.954314]"
M2H,"{""tau"": 1.0}",3,500003,outer,M2H,8,88,52,12,-9956.608535748706,-9956.608535745916,2.790329745039344e-09,0,1,8,87,84,-2291.457679060736,-2291.4577070612618,2016,85.4,889.6,cold,challenge,challenge,0,88,"[2.985191, 1.55303, 1.996452, 0.154478, 0.754365, 0.991067, 0.02494]","[2.985185, 1.553031, 1.996453, 0.154478, 0.754364, 0.991067, 0.024938]"
M2H,"{""tau"": 1.0}",3,500003,outer,M2K,8,88,52,12,-10683.573617360224,-10683.573617115682,2.4454129743389785e-07,0,1,8,88,13,-2419.1656222951356,-2419.1665454879544,2016,2.3,18.5,cold,extra,extra,1,88,"[3.120925, 1.318037, 3.109157, 0.105141, 0.953881, 1.638371, 0.084918, -0.713431]","[3.120923, 1.318072, 3.109151, 0.105138, 0.953886, 1.638366, 0.084928, -0.713445]"
M2H,"{""tau"": 1.0}",3,500003,outer,M2S,8,88,52,12,-10686.029522515935,-10686.029522514891,1.0440999176353216e-09,0,1,8,88,87,-2422.3636482011293,-2422.3636867018586,2016,38.9,430.5,cold,extra,extra,0,88,"[2.911676, 1.162323, 1.997229, 0.165695, 0.826487, 0.95496, -2.260043]","[2.911674, 1.162322, 1.997229, 0.165695, 0.826487, 0.95496, -2.260044]"
M2H,"{""tau"": 1.0}",3,500003,outer,M3,8,88,52,12,-10864.197429402473,-10864.197429402473,0.0,0,1,8,88,88,-2469.3454371392804,-2469.3454371392804,2016,1.0,10.8,cold,cold,cold:pipeline,0,88,"[1.774328, 0.744287, -0.849414, -1.74514, 2.77922, 0.91683, 0.778643]","[1.774328, 0.744287, -0.849414, -1.74514, 2.77922, 0.91683, 0.778643]"
M2H,"{""tau"": 1.0}",3,500003,outer,M3H,8,88,52,12,-10277.010788497657,-10277.010787847676,6.499813025584444e-07,0,1,8,88,88,-2371.0611696153546,-2371.061064505034,2016,307.0,3120.9,cold,extra,extra,0,88,"[-0.884642, -18.436116, 0.627063, 1.992182, 1.250488, 2.554862, -0.291477, 0.03288]","[-0.884642, -21.19513, 0.627064, 1.992208, 1.250466, 2.554921, -0.291479, 0.032875]"
M2H,"{""tau"": 1.0}",3,500003,outer,M3L,8,88,52,12,-10877.307203705883,-10877.307202611832,1.0940511856460944e-06,0,1,8,88,88,-2473.1334014080867,-2473.132943882789,2016,1.6,17.4,cold,challenge,challenge,0,88,"[-0.852258, -17.18609, 0.611406, 0.981325, 1.177379, 2.35003, -0.253596, -6.157557]","[-0.852261, -18.881795, 0.611408, 0.981264, 1.177399, 2.35001, -0.253598, -6.632153]"
M2H,"{""tau"": 1.0}",3,500003,outer,M3V,8,88,52,12,-10674.620192702832,-10674.620192521577,1.8125501810573041e-07,0,1,8,88,88,-2420.453358217669,-2420.454715068554,2016,1.4,13.2,cold,extra,extra,0,88,"[-0.892784, -17.503779, 0.645048, 1.514272, 0.746325, 2.232187, -0.586091, -0.179038]","[-0.892788, -18.646606, 0.645055, 1.514281, 0.746297, 2.232168, -0.586092, -0.179039]"
M2H,"{""tau"": 1.0}",4,500004,inner,M2B,4,84,38,14,-7828.520458896666,-7828.5204588965335,1.3278622645884752e-10,0,1,4,84,82,-2841.53525907955,-2841.5352456685246,2352,0.2,3.7,cold,extra,extra,0,84,"[2.75691, 1.018765, 2.056304, 0.154632, 0.825616, 0.969863]","[2.75691, 1.018765, 2.056304, 0.154632, 0.825616, 0.969863]"
M2H,"{""tau"": 1.0}",4,500004,inner,M2H,4,84,38,14,-7255.4687946474705,-7255.468794647182,2.8830982046201825e-10,0,1,4,84,83,-2681.8314065977884,-2681.8313924709278,2352,31.4,618.7,cold,extra,extra,0,84,"[2.867023, 1.509631, 1.991577, 0.152644, 0.748987, 0.978532, -0.00359]","[2.867023, 1.509631, 1.991576, 0.152644, 0.748987, 0.978532, -0.003592]"
M2H,"{""tau"": 1.0}",4,500004,inner,M2K,4,84,38,14,-7781.0719639562685,-7780.494085430726,0.5778785255424737,1,1,4,84,16,-2832.377467425019,-2832.4332921719524,2352,1.1,17.4,cold,extra,extra,1,84,"[2.528351, 0.805422, 1.072418, 0.401837, 0.946629, 0.383166, 0.217783, 2.051538]","[2.984882, 1.217098, 3.125543, 0.124993, 0.931113, 1.681839, -0.01617, -0.697672]"
M2H,"{""tau"": 1.0}",4,500004,inner,M2S,4,84,38,14,-7796.428410405018,-7796.428410404513,5.056790541857481e-10,0,1,4,84,82,-2832.4182130042645,-2832.4180738195405,2352,19.2,404.0,cold,extra,extra,0,84,"[2.841701, 1.067877, 2.043998, 0.155985, 0.82112, 0.972046, -2.349814]","[2.841701, 1.067877, 2.043998, 0.155985, 0.821121, 0.972046, -2.349816]"
M2H,"{""tau"": 1.0}",4,500004,inner,M3,4,84,38,14,-7885.2661447603705,-7885.266144760317,5.3660187404602766e-11,0,1,4,84,84,-2879.7387902747573,-2879.738784735009,2352,0.4,8.6,cold,extra,extra,0,84,"[1.680302, 0.711963, -0.857461, -1.697556, 2.746915, 0.865585, 0.763916]","[1.680302, 0.711963, -0.857461, -1.697557, 2.746915, 0.865585, 0.763916]"
M2H,"{""tau"": 1.0}",4,500004,inner,M3H,4,84,38,14,-7470.026476520294,-7470.026474090122,2.430171662126668e-06,0,1,4,84,84,-2752.2481323215334,-2752.2484531016366,2352,142.5,2730.6,cold,extra,extra,0,84,"[-0.888499, -16.888851, 0.626051, 1.973742, 1.176753, 2.419594, -0.301402, -0.01993]","[-0.888503, -19.963743, 0.626062, 1.973876, 1.176606, 2.419451, -0.3014, -0.019964]"
M2H,"{""tau"": 1.0}",4,500004,inner,M3L,4,84,38,14,-7892.163995536013,-7892.163994923201,6.128120730863884e-07,0,1,4,84,84,-2883.1571298984977,-2883.1550510785773,2352,0.8,16.6,cold,extra,extra,0,84,"[-0.856261, -16.946757, 0.624248, 0.923536, 1.057758, 2.244156, -0.274181, -7.028639]","[-0.856263, -17.978282, 0.624249, 0.923591, 1.057741, 2.244172, -0.274174, -7.11305]"
M2H,"{""tau"": 1.0}",4,500004,inner,M3V,4,84,38,14,-7752.4840023996385,-7752.484001891032,5.086067176307552e-07,0,1,4,84,84,-2834.056761319827,-2834.0569145309883,2352,0.6,12.7,cold,extra,extra,0,84,"[-0.896195, -16.738774, 0.659733, 1.423992, 0.684546, 2.138377, -0.607564, -0.201567]","[-0.896201, -17.586249, 0.659741, 1.424019, 0.684499, 2.13836, -0.607571, -0.201564]"
M2H,"{""tau"": 1.0}",4,500004,outer,M2B,8,88,52,12,-10657.234274059148,-10657.234274058976,1.7280399333685637e-10,0,1,8,88,86,-2502.1240149156524,-2502.124018347269,2016,0.3,3.7,cold,extra,extra,0,88,"[2.871293, 1.03704, 2.067133, 0.153982, 0.825882, 0.970585]","[2.871293, 1.037039, 2.067134, 0.153982, 0.825882, 0.970586]"
M2H,"{""tau"": 1.0}",4,500004,outer,M2H,8,88,52,12,-9935.8432282618,-9935.843228261529,2.710294211283326e-10,0,1,8,87,83,-2260.7089061623205,-2260.7088955856093,2016,75.9,837.4,cold,extra,extra,0,88,"[2.992027, 1.515952, 2.00102, 0.148506, 0.754557, 0.981079, -0.032096]","[2.992026, 1.515952, 2.00102, 0.148506, 0.754557, 0.981078, -0.032098]"
M2H,"{""tau"": 1.0}",4,500004,outer,M2K,8,88,52,12,-10599.612327166193,-10599.612327166193,0.0,0,1,8,88,13,-2478.3537535257924,-2478.3537535257924,2016,2.1,21.9,cold,cold,cold:pipeline,1,88,"[3.129068, 1.211695, 3.119289, -0.111491, -0.930808, 1.643714, 0.026708, -0.67717]","[3.129068, 1.211695, 3.119289, -0.111491, -0.930808, 1.643714, 0.026708, -0.67717]"
M2H,"{""tau"": 1.0}",4,500004,outer,M2S,8,88,52,12,-10618.451806788311,-10618.451806776739,1.1572410585358739e-08,0,1,8,88,85,-2500.2618171230692,-2500.2619841336686,2016,38.0,431.5,cold,extra,extra,0,88,"[2.944005, 1.08002, 2.059886, 0.155867, 0.822009, 0.973213, -2.41578]","[2.944011, 1.080019, 2.059886, 0.155867, 0.822009, 0.973215, -2.415781]"
M2H,"{""tau"": 1.0}",4,500004,outer,M3,8,88,52,12,-10754.344382351519,-10754.34438235121,3.092281986027956e-10,0,1,8,88,88,-2508.0651485226217,-2508.065215543975,2016,1.0,9.9,cold,extra,extra,0,88,"[1.799257, 0.764193, -0.882209, -1.705803, 2.752105, 0.849662, 0.766228]","[1.799259, 0.764193, -0.882209, -1.705801, 2.752104, 0.849662, 0.766228]"
M2H,"{""tau"": 1.0}",4,500004,outer,M3H,8,88,52,12,-10221.104383694998,-10221.104383614454,8.054303179960698e-08,0,1,8,88,88,-2315.6338109397984,-2315.6340085418924,2016,326.1,3617.6,cold,challenge,challenge,0,88,"[-0.902328, -23.718765, 0.634671, 2.084373, 1.15193, 2.536365, -0.299038, -0.047788]","[-0.902326, -20.305648, 0.634675, 2.084341, 1.151906, 2.536437, -0.299037, -0.047758]"
M2H,"{""tau"": 1.0}",4,500004,outer,M3L,8,88,52,12,-10765.000471073487,-10765.000470609353,4.6413333620876074e-07,0,1,8,88,88,-2507.452192645519,-2507.4505279227733,2016,2.1,21.8,cold,extra,extra,0,88,"[-0.879345, -18.026812, 0.633128, 0.999896, 1.041739, 2.352373, -0.270854, -7.524482]","[-0.879346, -19.01986, 0.633129, 0.999931, 1.041712, 2.352356, -0.270856, -7.995857]"
M2H,"{""tau"": 1.0}",4,500004,outer,M3V,8,88,52,12,-10576.003361921466,-10576.003361796023,1.254429662367329e-07,0,1,8,88,88,-2466.173386937901,-2466.1725737448196,2016,1.9,18.0,cold,challenge,challenge,0,88,"[-0.914435, -17.526142, 0.669735, 1.487202, 0.682605, 2.251861, -0.595096, -0.200994]","[-0.914434, -17.582722, 0.669737, 1.487173, 0.682598, 2.251855, -0.595099, -0.200996]"
M2H,"{""tau"": 1.0}",5,500005,inner,M2B,4,84,38,14,-7819.891958361843,-7819.891958342519,1.9324033928569406e-08,0,1,4,84,83,-2949.533197941795,-2949.533204718204,2352,0.1,3.2,cold,challenge,challenge,0,84,"[2.91015, 1.131147, 2.031508, 0.148485, 0.830267, 0.966983]","[2.910153, 1.131149, 2.031511, 0.148484, 0.830268, 0.966985]"
M2H,"{""tau"": 1.0}",5,500005,inner,M2H,4,84,38,14,-7266.735510118068,-7266.735510109678,8.390088623855263e-09,0,1,4,84,83,-2655.529792954197,-2655.5298386605573,2352,29.7,644.2,cold,challenge,challenge,0,84,"[2.976922, 1.586656, 2.011171, 0.145475, 0.755623, 0.979661, -0.024513]","[2.976925, 1.58666, 2.011173, 0.145475, 0.755623, 0.979663, -0.024516]"
M2H,"{""tau"": 1.0}",5,500005,inner,M2K,4,84,38,14,-7779.553239492685,-7779.553239492685,0.0,0,1,4,84,17,-2929.036889926425,-2929.036889926425,2352,0.6,14.2,cold,cold,cold:pipeline,1,84,"[3.052231, 1.290458, 3.088148, 0.128724, 0.925968, 1.665712, -0.06013, -0.654916]","[3.052231, 1.290458, 3.088148, 0.128724, 0.925968, 1.665712, -0.06013, -0.654916]"
M2H,"{""tau"": 1.0}",5,500005,inner,M2S,4,84,38,14,-7791.288514804064,-7791.288514801818,2.2464519133791327e-09,0,1,4,84,84,-2921.5580506469114,-2921.5580454586784,2352,16.9,381.4,cold,challenge,challenge,0,84,"[2.975423, 1.17667, 2.023441, 0.152515, 0.826408, 0.966912, -2.412037]","[2.975424, 1.17667, 2.023441, 0.152515, 0.826409, 0.966912, -2.412033]"
M2H,"{""tau"": 1.0}",5,500005,inner,M3,4,84,38,14,-7885.284168953527,-7885.284168953429,9.822542779147625e-11,0,1,4,84,84,-2954.998862456072,-2954.9988645262274,2352,0.5,9.6,cold,extra,extra,0,84,"[1.978394, 0.718469, -0.884562, -1.485745, 2.536721, 0.970764, 0.756604]","[1.978393, 0.718468, -0.884563, -1.485748, 2.536724, 0.970763, 0.756604]"
M2H,"{""tau"": 1.0}",5,500005,inner,M3H,4,84,38,14,-7481.5987360459385,-7481.598724715982,1.132995657826541e-05,0,1,4,84,84,-2730.8015263287602,-2730.801150445494,2352,155.3,2561.6,cold,extra,extra,0,84,"[-0.915063, -15.525739, 0.63923, 2.500718, 1.167579, 2.544954, -0.28947, -0.042673]","[-0.915061, -25.077223, 0.639232, 2.501445, 1.167526, 2.544777, -0.289465, -0.04278]"
M2H,"{""tau"": 1.0}",5,500005,inner,M3L,4,84,38,14,-7890.148417922404,-7890.1484168067955,1.115608938562218e-06,0,1,4,84,84,-2956.0580045294196,-2956.058086894785,2352,0.6,13.4,cold,challenge,challenge,0,84,"[-0.88646, -16.583152, 0.646821, 0.834359, 1.181645, 2.365593, -0.285842, -6.754657]","[-0.886474, -17.981005, 0.64683, 0.834355, 1.181581, 2.36556, -0.285845, -6.771025]"
M2H,"{""tau"": 1.0}",5,500005,inner,M3V,4,84,38,14,-7757.960532832458,-7757.960532033847,7.986109267221764e-07,0,1,4,84,84,-2908.476183868685,-2908.477882657638,2352,0.5,10.3,cold,extra,extra,0,84,"[-0.92905, -17.383412, 0.662489, 1.345284, 0.801624, 2.245382, -0.597935, -0.20286]","[-0.929053, -17.53259, 0.662486, 1.34526, 0.801596, 2.245382, -0.597934, -0.202861]"
M2H,"{""tau"": 1.0}",5,500005,outer,M2B,8,88,52,12,-10762.687457499243,-10762.687457499236,7.275957614183426e-12,0,1,8,88,87,-2452.61888247,-2452.618883340284,2016,0.4,4.5,cold,extra,extra,0,88,"[2.885428, 1.090264, 2.032808, 0.139954, 0.831787, 0.982163]","[2.885428, 1.090264, 2.032808, 0.139954, 0.831787, 0.982163]"
M2H,"{""tau"": 1.0}",5,500005,outer,M2H,8,88,52,12,-9920.54046988301,-9920.54046988286,1.4915713109076023e-10,0,1,8,86,84,-2295.414297806754,-2295.414296634888,2016,112.9,970.6,cold,extra,extra,0,88,"[2.945793, 1.589465, 2.005185, 0.142762, 0.749698, 0.991929, 0.021461]","[2.945794, 1.589465, 2.005185, 0.142762, 0.749698, 0.991929, 0.02146]"
M2H,"{""tau"": 1.0}",5,500005,outer,M2K,8,88,52,12,-10701.927966830819,-10701.927966626854,2.0396510080900043e-07,0,1,8,88,78,-2443.4293487479945,-2443.429099884859,2016,2.1,21.9,cold,extra,extra,1,88,"[3.017516, 1.253143, 3.101043, 0.124613, 0.929933, 1.683806, -0.054103, -0.665133]","[3.017535, 1.253115, 3.101033, 0.124611, 0.929928, 1.683794, -0.054095, -0.66512]"
M2H,"{""tau"": 1.0}",5,500005,outer,M2S,8,88,52,12,-10708.76109365034,-10708.76109365034,0.0,0,1,8,88,87,-2445.4152620185964,-2445.4152620185964,2016,49.3,535.6,cold,cold,cold:pipeline,0,88,"[2.967074, 1.154995, 2.017056, 0.145552, 0.826774, 0.978989, -2.317245]","[2.967074, 1.154995, 2.017056, 0.145552, 0.826774, 0.978989, -2.317245]"
M2H,"{""tau"": 1.0}",5,500005,outer,M3,8,88,52,12,-10834.533662519343,-10834.533662519196,1.4733814168721437e-10,0,1,8,88,88,-2478.8211531824472,-2478.8211346880153,2016,1.3,12.6,cold,extra,extra,0,88,"[1.915749, 0.760886, -0.865446, -1.483848, 2.537884, 0.920563, 0.767347]","[1.915749, 0.760886, -0.865446, -1.483847, 2.537883, 0.920563, 0.767347]"
M2H,"{""tau"": 1.0}",5,500005,outer,M3H,8,88,52,12,-10210.765461337633,-10210.765461060699,2.7693386073224247e-07,0,1,8,88,88,-2353.7666285301543,-2353.766699860901,2016,400.0,4361.1,cold,extra,extra,0,88,"[-0.895523, -19.317385, 0.636802, 2.528788, 1.148941, 2.514106, -0.292102, 0.003162]","[-0.89552, -24.902083, 0.636799, 2.528799, 1.148949, 2.514118, -0.292103, 0.003145]"
M2H,"{""tau"": 1.0}",5,500005,outer,M3L,8,88,52,12,-10840.09670419003,-10840.096703727719,4.623107088264078e-07,0,1,8,88,88,-2482.919601065027,-2482.918705319589,2016,2.3,23.9,cold,extra,extra,0,88,"[-0.865987, -16.979811, 0.637562, 0.913795, 1.081027, 2.320092, -0.270801, -7.329112]","[-0.865998, -18.271297, 0.637565, 0.91381, 1.081002, 2.320066, -0.2708, -8.14646]"
M2H,"{""tau"": 1.0}",5,500005,outer,M3V,8,88,52,12,-10661.165711852878,-10661.165711428694,4.2418469092808664e-07,0,1,8,88,88,-2444.195285521325,-2444.195287436361,2016,1.9,19.3,cold,extra,extra,0,88,"[-0.906073, -16.864979, 0.664549, 1.376805, 0.735193, 2.209705, -0.587408, -0.200087]","[-0.906075, -17.681755, 0.664551, 1.37679, 0.735192, 2.209704, -0.587409, -0.200087]"
M2H,"{""tau"": 2.0}",0,500000,inner,M2B,4,84,38,14,-8501.265744525408,-8501.265744525335,7.275957614183426e-11,0,1,4,84,83,-3311.566264919379,-3311.5662475207887,2352,0.4,3.2,cold,extra,extra,,,"[2.895504, 0.805081, 2.009585, 0.033836, 0.913664, 0.995019]","[2.895503, 0.805081, 2.009585, 0.033836, 0.913664, 0.995019]"
M2H,"{""tau"": 2.0}",0,500000,inner,M2H,4,84,38,14,-7223.774990253289,-7223.774990253234,5.4569682106375694e-11,0,1,4,84,83,-2779.9731756113274,-2779.973189652507,2352,34.2,578.5,cold,challenge,challenge,,,"[2.732263, 1.426179, 2.034933, 0.155465, 0.737401, 1.005068, 0.611286]","[2.732262, 1.426178, 2.034933, 0.155465, 0.737401, 1.005068, 0.611287]"
M2H,"{""tau"": 2.0}",0,500000,inner,M2K,4,84,38,14,-8372.597287595136,-8369.737187930714,2.8600996644217958,1,1,4,84,9,-3286.4263778226064,-3276.9408267422523,2352,0.9,11.6,cold,extra,extra,,,"[3.263261, 0.893994, 2.156604, -0.069254, 1.213619, 0.290665, 1.310078, -0.742118]","[3.893099, 0.936366, 3.269688, -0.110306, 1.124286, 1.425887, 0.775493, -1.013875]"
M2H,"{""tau"": 2.0}",0,500000,inner,M2S,4,84,38,14,-8249.642887582824,-8249.642887571246,1.1577867553569376e-08,0,1,4,84,83,-3277.5444045326876,-3277.5443801466827,2352,16.3,270.4,cold,extra,extra,,,"[3.091942, 0.889059, 2.085497, 0.123435, 0.880502, 0.978301, -1.483462]","[3.091944, 0.88906, 2.085497, 0.123434, 0.880497, 0.978302, -1.483457]"
M2H,"{""tau"": 2.0}",0,500000,inner,M3,4,84,38,14,-8485.07520326463,-8485.07508714372,0.0001161209111160133,0,1,4,84,84,-3269.768251068478,-3269.7835998096193,2352,2.1,38.3,cold,challenge,challenge,,,"[2.964163, 1.166947, -0.708749, -11.99558, 25.425984, 0.008863, 0.813361]","[2.963834, 1.167144, -0.708847, -14.396512, 30.227497, 0.007459, 0.813399]"
M2H,"{""tau"": 2.0}",0,500000,inner,M3H,4,84,38,14,-7651.113786301978,-7651.113785274692,1.0272851795889437e-06,0,1,4,84,84,-2917.549003318632,-2917.5483417918795,2352,88.7,2193.1,cold,extra,extra,,,"[-0.807808, -27.618747, 0.593233, 2.860773, 1.115869, 2.395482, -0.25169, 0.586755]","[-0.807811, -23.921893, 0.593227, 2.860528, 1.115984, 2.395597, -0.251691, 0.586648]"
M2H,"{""tau"": 2.0}",0,500000,inner,M3L,4,84,38,14,-8479.094043245797,-8479.094042892732,3.5306584322825074e-07,0,1,4,84,5,-3263.2080782370626,-3263.205573302149,2352,1.4,24.7,cold,challenge,challenge,,,"[-0.721102, 0.331657, -1.079056, 1.057668, 0.446508, 3.136533, -0.2466, -3.421202]","[-0.721102, 0.331718, -1.079347, 1.057665, 0.446523, 3.136565, -0.246599, -3.421498]"
M2H,"{""tau"": 2.0}",0,500000,inner,M3V,4,84,38,14,-8414.482443889434,-8414.48244335857,5.308629624778405e-07,0,1,4,84,84,-3262.827254822869,-3262.826533911939,2352,0.9,10.5,cold,extra,extra,,,"[-0.781412, -2.346106, 0.858817, 1.202157, 0.170056, 2.473559, -0.435732, -0.159954]","[-0.781409, -2.353162, 0.859412, 1.202157, 0.169928, 2.473601, -0.435732, -0.159956]"
